bin_pos	Sum_Signal	repeat_percentage
chr10-66425000-66430000	6	0.4648
chr10-66485000-66490000	7	0.0154
chr10-66505000-66510000	17	0.1134
chr10-66510000-66515000	32	0.1482
chr10-66625000-66630000	8	0.0174
chr10-66715000-66720000	5	0.0368
chr10-66855000-66860000	47	0.5998
chr10-67175000-67180000	15	0.0574
chr10-67295000-67300000	28	0.1708
chr10-67325000-67330000	87	0.7668
chr10-67335000-67340000	37	0.2482
chr10-67425000-67430000	20	0.0862
chr10-67435000-67440000	26	0.1512
chr10-67540000-67545000	9	0.0442
chr10-67590000-67595000	37	0.2814
chr10-67970000-67975000	40	0.233
chr10-68020000-68025000	34	0.1512
chr10-68275000-68280000	13	0.0624
chr10-68715000-68720000	88	0.444
chr10-68850000-68855000	10	0.0466
chr10-68860000-68865000	204	0.9076
chr10-68870000-68875000	37	0.115
chr10-69545000-69550000	22	0.0872
chr10-69550000-69555000	22	0.0822
chr10-69980000-69985000	32	0.1964
chr10-70135000-70140000	170	0.6576
chr10-70145000-70150000	18	0.122
chr10-70170000-70175000	28	0.0522
chr10-70360000-70365000	16	0.091
chr10-70375000-70380000	13	0.045
chr10-70615000-70620000	11	0.072
chr10-70620000-70625000	238	0.6348
chr10-70625000-70630000	110	0.4596
chr10-70630000-70635000	47	0.401
chr10-70645000-70650000	194	0.4494
chr10-70650000-70655000	696	1
chr10-70655000-70660000	118	0.3252
chr10-70765000-70770000	162	0.646
chr10-71505000-71510000	22	0.1036
chr10-71690000-71695000	10	0.046
chr10-71845000-71850000	10	0.0262
chr10-71915000-71920000	46	0.3204
chr10-71935000-71940000	46	0.2276
chr10-71945000-71950000	166	0.428
chr10-71955000-71960000	240	1
chr10-71985000-71990000	1	0.0084
chr10-72045000-72050000	154	0.3792
chr10-72050000-72055000	8	0.0272
chr10-72115000-72120000	13	0.0568
chr10-72540000-72545000	214	0.7612
chr10-72635000-72640000	334	0.7416
chr10-72645000-72650000	11	0.046
chr10-72850000-72855000	40	0.1354
chr10-72960000-72965000	76	0.678
chr10-72975000-72980000	652	1
chr10-72980000-72985000	266	0.978
chr10-73105000-73110000	46	0.1598
chr10-73255000-73260000	106	0.6036
chr10-73260000-73265000	108	0.3504
chr10-73305000-73310000	270	1
chr10-73315000-73320000	106	0.345
chr10-73455000-73460000	106	0.3576
chr10-73925000-73930000	36	0.087
chr10-73940000-73945000	92	0.4148
chr10-73960000-73965000	39	0.1578
chr10-74215000-74220000	56	0.3464
chr10-74340000-74345000	142	0.4292
chr10-74345000-74350000	44	0.572
chr10-74515000-74520000	69	0.292
chr10-74815000-74820000	74	0.182
chr10-75250000-75255000	25	0.1284
chr10-75260000-75265000	36	0.1394
chr10-75280000-75285000	7	0.0156
chr10-75285000-75290000	3	0.0038
chr10-75440000-75445000	68	0.5876
chr10-76575000-76580000	8	0.0324
chr10-76580000-76585000	14	0.08
chr10-76615000-76620000	50	0.2784
chr10-76685000-76690000	7	0.0342
chr10-76700000-76705000	64	0.478
chr10-76745000-76750000	18	0.113
chr10-77775000-77780000	60	0.1796
chr10-77950000-77955000	204	0.771
chr10-77960000-77965000	44	0.2238
chr10-78030000-78035000	14	0.2472
chr10-78885000-78890000	42	0.2166
chr10-79015000-79020000	21	0.0792
chr10-79595000-79600000	96	0.4864
chr10-79950000-79955000	49	0.4678
chr10-80105000-80110000	23	0.1076
chr10-80145000-80150000	63	0.4144
chr10-80190000-80195000	36	0.1446
chr10-80260000-80265000	29	0.1732
chr10-80400000-80405000	14	0.0688
chr10-80495000-80500000	278	0.6248
chr10-80540000-80545000	22	0.2756
chr10-80825000-80830000	84	0.4656
chr10-81070000-81075000	16	0.0624
chr10-81180000-81185000	42	0.218
chr10-81280000-81285000	13	0.099
chr10-81285000-81290000	46	0.2942
chr10-81330000-81335000	5	0.008
chr10-81335000-81340000	46	0.327
chr10-81450000-81455000	48	0.2858
chr10-81460000-81465000	18	0.2196
chr10-81610000-81615000	57	0.275
chr10-81880000-81885000	13	0.1058
chr10-81940000-81945000	22	0.153
chr10-82075000-82080000	3	0.0532
chr10-82090000-82095000	18	0.0606
chr10-82095000-82100000	8	0.037
chr10-82105000-82110000	8	0.0254
chr10-82170000-82175000	6	0.012
chr10-82310000-82315000	17	0.071
chr10-82315000-82320000	16	0.1286
chr10-82335000-82340000	16	0.1248
chr10-82530000-82535000	22	0.3286
chr10-82620000-82625000	7	0.029
chr10-82625000-82630000	24	0.0856
chr10-82650000-82655000	32	0.1902
chr10-82705000-82710000	15	0.077
chr10-82715000-82720000	6	0.0212
chr10-82775000-82780000	59	0.4892
chr10-82815000-82820000	14	0.076
chr10-82840000-82845000	25	0.144
chr10-82885000-82890000	33	0.1902
chr10-82920000-82925000	25	0.1644
chr10-82940000-82945000	18	0.0678
chr10-83020000-83025000	12	0.068
chr10-83095000-83100000	14	0.0884
chr10-83240000-83245000	8	0.0386
chr10-83245000-83250000	20	0.1554
chr10-83250000-83255000	43	0.4082
chr10-83340000-83345000	4	0.0322
chr10-83575000-83580000	24	0.1602
chr10-83695000-83700000	4	0.0156
chr10-83770000-83775000	15	0.0854
chr10-83795000-83800000	51	0.4044
chr10-84165000-84170000	8	0.0968
chr10-84385000-84390000	39	0.28
chr10-84525000-84530000	24	0.1518
chr10-84790000-84795000	11	0.0734
chr10-84860000-84865000	23	0.1638
chr10-85045000-85050000	14	0.071
chr10-85225000-85230000	14	0.0698
chr10-85300000-85305000	10	0.0526
chr10-85370000-85375000	6	0.0384
chr10-85525000-85530000	20	0.0974
chr10-86950000-86955000	8	0.0318
chr10-87560000-87565000	51	0.285
chr10-87910000-87915000	59	0.5316
chr10-91080000-91085000	18	0.0862
chr10-91090000-91095000	36	0.3192
chr10-91095000-91100000	37	0.328
chr10-91255000-91260000	25	0.1548
chr10-91325000-91330000	37	0.3456
chr10-91540000-91545000	12	0.063
chr10-91605000-91610000	70	0.3332
chr10-91640000-91645000	18	0.1422
chr10-92550000-92555000	26	0.1954
chr10-92685000-92690000	11	0.0576
chr10-92710000-92715000	23	0.173
chr10-92765000-92770000	126	0.9068
chr10-92775000-92780000	8	0.0768
chr10-92820000-92825000	118	0.3928
chr10-92855000-92860000	372	1
chr10-92880000-92885000	18	0.0746
chr10-92970000-92975000	6	0.0314
chr10-93060000-93065000	9	0.0186
chr10-93125000-93130000	30	0.1704
chr10-95650000-95655000	28	0.2
chr10-95695000-95700000	9	0.0814
chr10-95940000-95945000	20	0.3184
chr10-97050000-97055000	14	0.102
chr10-97270000-97275000	12	0.084
chr10-97795000-97800000	16	0.1082
chr10-97945000-97950000	20	0.0796
chr10-98785000-98790000	48	0.2488
chr10-98945000-98950000	36	0.4826
chr10-99000000-99005000	12	0.1354
chr10-99005000-99010000	82	0.5212
chr10-99120000-99125000	46	0.2888
chr10-99280000-99285000	19	0.1854
chr10-100025000-100030000	17	0.172
chr10-100030000-100035000	5	0.0246
chr10-100055000-100060000	24	0.1524
chr10-101145000-101150000	5	0.007
chr10-102190000-102195000	96	0.5196
chr10-102755000-102760000	4	0.0334
chr10-102760000-102765000	7	0.0376
chr10-103530000-103535000	25	0.2062
chr10-103750000-103755000	24	0.1052
chr10-103830000-103835000	14	0.07
chr10-104210000-104215000	4	0.0084
chr10-104230000-104235000	33	0.2538
chr10-104235000-104240000	21	0.2746
chr10-104245000-104250000	258	1
chr10-107990000-107995000	2	0.0152
chr10-107995000-108000000	7	0.0342
chr10-110045000-110050000	10	0.0724
chr10-110855000-110860000	22	0.284
chr10-111545000-111550000	26	0.2518
chr10-111685000-111690000	6	0.0556
chr10-112860000-112865000	14	0.055
chr10-113870000-113875000	28	0.2676
chr10-115205000-115210000	10	0.1762
chr10-117300000-117305000	22	0.1772
chr10-117305000-117310000	15	0.0758
chr10-117440000-117445000	50	0.302
chr10-117445000-117450000	10	0.078
chr10-117460000-117465000	18	0.073
chr10-118490000-118495000	8	0.0238
chr10-118765000-118770000	11	0.0974
chr10-118770000-118775000	24	0.066
chr10-118775000-118780000	5	0.0364
chr10-118945000-118950000	13	0.1034
chr10-119470000-119475000	15	0.0946
chr10-119595000-119600000	14	0.1186
chr10-119640000-119645000	6	0.0182
chr10-119645000-119650000	11	0.1112
chr10-119890000-119895000	12	0.0804
chr10-121005000-121010000	78	1
chr10-121980000-121985000	17	0.0746
chr10-123250000-123255000	66	0.2684
chr10-123255000-123260000	44	0.1886
chr10-124500000-124505000	34	0.1392
chr10-125595000-125600000	14	0.1392
chr10-126140000-126145000	19	0.1324
chr10-128595000-128600000	24	0.0996
chr10-128630000-128635000	9	0.075
chr10-128660000-128665000	27	0.2566
chr10-130280000-130285000	10	0.068
chr10-131920000-131925000	23	0.2002
chr10-132005000-132010000	15	0.0978
chr10-132170000-132175000	14	0.0908
chr10-133405000-133410000	56	0.4262
chr10-133410000-133415000	23	0.1252
chr10-133440000-133445000	5	0.009
chr10-133445000-133450000	102	0.4914
chr11-215000-220000	42	0.2012
chr11-220000-225000	102	0.4716
chr11-265000-270000	156	0.7224
chr11-275000-280000	83	0.2754
chr11-330000-335000	164	0.5784
chr11-355000-360000	234	0.9534
chr11-360000-365000	42	0.164
chr11-365000-370000	11	0.052
chr11-385000-390000	36	0.191
chr11-420000-425000	11	0.0462
chr11-435000-440000	8	0.056
chr11-480000-485000	273	1
chr11-515000-520000	25	0.1018
chr11-520000-525000	54	0.2732
chr11-945000-950000	177	0.6732
chr11-950000-955000	7	0.0622
chr11-1060000-1065000	41	0.2132
chr11-1265000-1270000	29	0.2332
chr11-1310000-1315000	78	0.2904
chr11-1330000-1335000	20	0.111
chr11-1415000-1420000	117	0.6
chr11-1495000-1500000	6	0.04
chr11-1500000-1505000	72	0.4808
chr11-1575000-1580000	13	0.0414
chr11-1615000-1620000	6	0.025
chr11-1730000-1735000	56	0.229
chr11-1735000-1740000	19	0.0842
chr11-1745000-1750000	41	0.1888
chr11-2130000-2135000	15	0.1382
chr11-2275000-2280000	12	0.0434
chr11-2280000-2285000	14	0.0574
chr11-2425000-2430000	114	0.5332
chr11-2500000-2505000	49	0.4778
chr11-2535000-2540000	5	0.0184
chr11-2615000-2620000	22	0.2398
chr11-2625000-2630000	13	0.0668
chr11-2630000-2635000	285	1
chr11-2640000-2645000	186	1
chr11-2645000-2650000	592	1
chr11-2650000-2655000	560	1
chr11-2655000-2660000	304	1
chr11-2660000-2665000	148	0.4904
chr11-2785000-2790000	37	0.3902
chr11-2805000-2810000	32	0.152
chr11-2810000-2815000	20	0.1228
chr11-2815000-2820000	6	0.0236
chr11-2820000-2825000	81	0.5268
chr11-2865000-2870000	52	0.1504
chr11-2875000-2880000	34	0.1412
chr11-2935000-2940000	86	0.29
chr11-3170000-3175000	46	0.2036
chr11-3175000-3180000	212	1
chr11-3180000-3185000	13	0.0756
chr11-3345000-3350000	58	0.3482
chr11-3350000-3355000	32	0.3526
chr11-3355000-3360000	416	1
chr11-3360000-3365000	824	1
chr11-3365000-3370000	780	1
chr11-3370000-3375000	33	0.0924
chr11-3375000-3380000	20	0.1124
chr11-3380000-3385000	300	1
chr11-3385000-3390000	1050	1
chr11-3515000-3520000	192	1
chr11-3520000-3525000	224	1
chr11-3990000-3995000	96	0.484
chr11-3995000-4000000	64	0.2412
chr11-4030000-4035000	20	0.1954
chr11-4135000-4140000	208	0.8016
chr11-4140000-4145000	182	1
chr11-5020000-5025000	67	0.383
chr11-5125000-5130000	75	0.5192
chr11-5155000-5160000	32	0.1798
chr11-5460000-5465000	48	0.3192
chr11-5535000-5540000	26	0.1908
chr11-5740000-5745000	32	0.2108
chr11-5800000-5805000	10	0.054
chr11-5805000-5810000	230	0.6944
chr11-5920000-5925000	30	0.512
chr11-5960000-5965000	7	0.0732
chr11-6580000-6585000	476	1
chr11-6685000-6690000	60	0.3788
chr11-7075000-7080000	30	0.1488
chr11-7080000-7085000	68	0.2788
chr11-9015000-9020000	15	0.168
chr11-9110000-9115000	86	0.5884
chr11-9120000-9125000	16	0.0736
chr11-9185000-9190000	12	0.075
chr11-9190000-9195000	50	0.3148
chr11-9305000-9310000	20	0.099
chr11-9380000-9385000	23	0.1472
chr11-9545000-9550000	27	0.1198
chr11-9560000-9565000	68	0.3028
chr11-9665000-9670000	21	0.078
chr11-9735000-9740000	56	0.2628
chr11-10040000-10045000	52	0.2832
chr11-10695000-10700000	28	0.2548
chr11-10870000-10875000	19	0.0848
chr11-10915000-10920000	103	0.4058
chr11-11055000-11060000	17	0.122
chr11-11090000-11095000	22	0.1924
chr11-11830000-11835000	21	0.0964
chr11-11980000-11985000	14	0.0782
chr11-12055000-12060000	17	0.0784
chr11-12310000-12315000	15	0.043
chr11-12315000-12320000	142	0.9836
chr11-12610000-12615000	250	1
chr11-12620000-12625000	26	0.1204
chr11-12950000-12955000	63	0.6186
chr11-13085000-13090000	16	0.7394
chr11-13090000-13095000	110	0.4652
chr11-13195000-13200000	47	0.4608
chr11-13665000-13670000	8	0.0218
chr11-13885000-13890000	37	0.204
chr11-14150000-14155000	28	0.2746
chr11-14335000-14340000	32	0.136
chr11-14345000-14350000	18	0.0596
chr11-14575000-14580000	74	0.2608
chr11-14595000-14600000	66	1
chr11-14600000-14605000	111	0.5256
chr11-14630000-14635000	60	1
chr11-14635000-14640000	528	1
chr11-14655000-14660000	22	0.0882
chr11-14660000-14665000	168	1
chr11-14700000-14705000	128	0.5024
chr11-14705000-14710000	19	0.1098
chr11-14820000-14825000	88	0.54
chr11-15945000-15950000	23	0.1862
chr11-16255000-16260000	54	0.764
chr11-16335000-16340000	26	0.1458
chr11-16370000-16375000	84	0.4092
chr11-16430000-16435000	45	0.1948
chr11-16545000-16550000	47	0.3938
chr11-17210000-17215000	18	0.0862
chr11-17355000-17360000	14	0.0694
chr11-17365000-17370000	68	0.2768
chr11-17370000-17375000	618	1
chr11-17865000-17870000	16	0.0916
chr11-18645000-18650000	42	0.3582
chr11-19990000-19995000	17	0.072
chr11-20480000-20485000	33	0.1536
chr11-20720000-20725000	9	0.073
chr11-21005000-21010000	11	0.07
chr11-21025000-21030000	25	0.2268
chr11-21135000-21140000	5	0.0464
chr11-21320000-21325000	3	0.0094
chr11-22045000-22050000	13	0.0694
chr11-22995000-23000000	33	0.3154
chr11-23000000-23005000	6	0.0556
chr11-23120000-23125000	9	0.0384
chr11-23440000-23445000	13	0.1004
chr11-23590000-23595000	16	0.0692
chr11-23665000-23670000	3	0.0068
chr11-24515000-24520000	14	0.1218
chr11-24585000-24590000	4	0.0072
chr11-24645000-24650000	9	0.0448
chr11-24685000-24690000	34	0.284
chr11-24800000-24805000	10	0.1036
chr11-24845000-24850000	9	0.0464
chr11-25155000-25160000	31	0.5184
chr11-25210000-25215000	16	0.0808
chr11-25295000-25300000	11	0.0572
chr11-25370000-25375000	13	0.1048
chr11-25510000-25515000	20	0.2674
chr11-25515000-25520000	19	0.158
chr11-25650000-25655000	6	0.0192
chr11-26230000-26235000	2	0.049
chr11-26360000-26365000	9	0.073
chr11-26370000-26375000	11	0.0748
chr11-26475000-26480000	12	0.0806
chr11-26735000-26740000	19	0.2056
chr11-26750000-26755000	12	0.0992
chr11-27290000-27295000	82	0.2512
chr11-27305000-27310000	34	0.2188
chr11-28135000-28140000	57	0.6248
chr11-28535000-28540000	9	0.0452
chr11-28845000-28850000	8	0.0564
chr11-28855000-28860000	16	0.1442
chr11-29300000-29305000	21	0.1008
chr11-29355000-29360000	4	0.0692
chr11-29565000-29570000	12	0.071
chr11-29840000-29845000	19	0.19
chr11-29875000-29880000	9	0.0486
chr11-30680000-30685000	17	0.1532
chr11-30770000-30775000	5	0.0246
chr11-30790000-30795000	10	0.0558
chr11-30980000-30985000	11	0.1134
chr11-31085000-31090000	37	0.2436
chr11-31460000-31465000	25	0.1432
chr11-31465000-31470000	57	0.4118
chr11-31860000-31865000	14	0.1424
chr11-32365000-32370000	43	0.3798
chr11-32435000-32440000	4	0.0384
chr11-32990000-32995000	18	0.0948
chr11-33035000-33040000	6	0.06
chr11-33160000-33165000	9	0.0376
chr11-33470000-33475000	21	0.1506
chr11-33905000-33910000	106	0.4332
chr11-33930000-33935000	152	0.5544
chr11-34375000-34380000	15	0.0818
chr11-34465000-34470000	88	0.3184
chr11-34695000-34700000	17	0.1028
chr11-34755000-34760000	16	0.065
chr11-34785000-34790000	7	0.0278
chr11-34790000-34795000	12	0.0362
chr11-34795000-34800000	37	0.2798
chr11-34805000-34810000	63	0.4302
chr11-34810000-34815000	860	1
chr11-34815000-34820000	279	1
chr11-34820000-34825000	42	0.1206
chr11-34910000-34915000	30	0.2154
chr11-35730000-35735000	17	0.1282
chr11-35960000-35965000	14	0.0908
chr11-36060000-36065000	31	0.199
chr11-36065000-36070000	68	0.2316
chr11-36090000-36095000	70	0.2594
chr11-36110000-36115000	155	0.654
chr11-36115000-36120000	17	0.0706
chr11-36560000-36565000	9	0.0456
chr11-36910000-36915000	9	0.0374
chr11-37065000-37070000	10	0.058
chr11-37150000-37155000	11	0.1148
chr11-37465000-37470000	9	0.0788
chr11-37505000-37510000	23	0.1768
chr11-37575000-37580000	17	0.0918
chr11-37805000-37810000	3	0.0232
chr11-37830000-37835000	10	0.0804
chr11-37965000-37970000	31	0.332
chr11-37970000-37975000	7	0.033
chr11-38220000-38225000	90	0.7632
chr11-38225000-38230000	54	0.3612
chr11-38295000-38300000	22	0.2354
chr11-38400000-38405000	49	0.4792
chr11-38505000-38510000	15	0.0882
chr11-38520000-38525000	72	0.345
chr11-38535000-38540000	285	1
chr11-38575000-38580000	88	0.3548
chr11-38755000-38760000	23	0.0986
chr11-38925000-38930000	10	0.039
chr11-38955000-38960000	9	0.0546
chr11-38975000-38980000	38	0.3294
chr11-39070000-39075000	13	0.0884
chr11-39280000-39285000	12	0.2368
chr11-39285000-39290000	10	0.0966
chr11-39295000-39300000	26	0.3496
chr11-39675000-39680000	9	0.0308
chr11-40970000-40975000	24	0.3154
chr11-41220000-41225000	4	0.0096
chr11-41310000-41315000	2	0.0478
chr11-41340000-41345000	14	0.0864
chr11-41480000-41485000	10	0.076
chr11-41560000-41565000	14	0.0798
chr11-41565000-41570000	31	0.2712
chr11-41580000-41585000	12	0.0914
chr11-41900000-41905000	13	0.1136
chr11-42035000-42040000	18	0.1244
chr11-42065000-42070000	35	0.2354
chr11-42160000-42165000	9	0.0838
chr11-42440000-42445000	8	0.0846
chr11-42505000-42510000	4	0.0916
chr11-42640000-42645000	9	0.0558
chr11-42755000-42760000	14	0.1194
chr11-43475000-43480000	19	0.0538
chr11-43715000-43720000	28	0.1134
chr11-43740000-43745000	22	0.0828
chr11-43780000-43785000	198	1
chr11-43785000-43790000	8	0.0412
chr11-43880000-43885000	17	0.0462
chr11-43965000-43970000	28	0.2286
chr11-43970000-43975000	80	0.2768
chr11-43975000-43980000	80	0.5716
chr11-44185000-44190000	13	0.0646
chr11-44250000-44255000	36	0.2498
chr11-44390000-44395000	19	0.1108
chr11-44465000-44470000	24	0.0574
chr11-44525000-44530000	31	0.1248
chr11-44700000-44705000	15	0.1056
chr11-45705000-45710000	17	0.0808
chr11-45760000-45765000	8	0.0776
chr11-46235000-46240000	10	0.029
chr11-46255000-46260000	26	0.1044
chr11-46720000-46725000	12	0.0638
chr11-46930000-46935000	10	0.0276
chr11-46960000-46965000	100	0.4944
chr11-46965000-46970000	7	0.0222
chr11-47650000-47655000	70	0.304
chr11-47875000-47880000	27	0.1932
chr11-48110000-48115000	26	0.0964
chr11-48115000-48120000	60	0.3742
chr11-49415000-49420000	5	0.0418
chr11-49640000-49645000	6	0.0202
chr11-49940000-49945000	33	0.3952
chr11-50395000-50400000	86	0.9846
chr11-50410000-50415000	36	0.1304
chr11-54750000-54755000	86	1
chr11-54825000-54830000	99	1
chr11-54985000-54990000	36	0.5174
chr11-55035000-55040000	68	1
chr11-55380000-55385000	17	0.1576
chr11-55550000-55555000	6	0.045
chr11-55700000-55705000	49	0.4888
chr11-56145000-56150000	8	0.0386
chr11-56625000-56630000	5	0.0216
chr11-56675000-56680000	3	0.014
chr11-57350000-57355000	44	0.1216
chr11-57615000-57620000	62	0.2132
chr11-57620000-57625000	7	0.0318
chr11-58470000-58475000	20	0.2108
chr11-58645000-58650000	41	0.2508
chr11-58740000-58745000	420	1
chr11-58775000-58780000	237	1
chr11-58780000-58785000	48	0.2748
chr11-59445000-59450000	25	0.2934
chr11-59580000-59585000	24	0.1328
chr11-59690000-59695000	188	0.856
chr11-59820000-59825000	21	0.0846
chr11-59825000-59830000	27	0.1762
chr11-59850000-59855000	4	0.0174
chr11-59915000-59920000	40	0.191
chr11-59920000-59925000	294	1
chr11-59930000-59935000	52	0.1802
chr11-59955000-59960000	74	0.338
chr11-59960000-59965000	396	1
chr11-59965000-59970000	52	0.2744
chr11-59990000-59995000	196	1
chr11-60000000-60005000	122	0.5712
chr11-60065000-60070000	74	0.7112
chr11-60075000-60080000	4	0.0096
chr11-60080000-60085000	25	0.0984
chr11-60100000-60105000	180	1
chr11-60120000-60125000	7	0.047
chr11-60125000-60130000	146	0.5416
chr11-60130000-60135000	267	1
chr11-60135000-60140000	3	0.0126
chr11-60165000-60170000	89	0.3422
chr11-60185000-60190000	83	0.819
chr11-60190000-60195000	246	1
chr11-60315000-60320000	33	0.264
chr11-60910000-60915000	68	0.2788
chr11-61155000-61160000	34	0.1548
chr11-61170000-61175000	38	0.1022
chr11-61290000-61295000	8	0.0414
chr11-61370000-61375000	12	0.0666
chr11-61375000-61380000	11	0.0628
chr11-61390000-61395000	66	0.4908
chr11-61930000-61935000	22	0.0918
chr11-61935000-61940000	20	0.1172
chr11-61985000-61990000	58	0.4756
chr11-61995000-62000000	46	0.205
chr11-62020000-62025000	36	0.1164
chr11-62115000-62120000	162	0.9822
chr11-62220000-62225000	32	0.0986
chr11-63095000-63100000	18	0.1018
chr11-63475000-63480000	128	1
chr11-63490000-63495000	147	0.828
chr11-63500000-63505000	37	0.1402
chr11-63520000-63525000	28	0.1738
chr11-63570000-63575000	23	0.0772
chr11-63580000-63585000	100	0.6768
chr11-63790000-63795000	18	0.1116
chr11-64160000-64165000	15	0.053
chr11-64420000-64425000	37	0.2802
chr11-64505000-64510000	40	0.1688
chr11-65240000-65245000	24	0.1592
chr11-66035000-66040000	7	0.0484
chr11-66450000-66455000	7	0.0808
chr11-66460000-66465000	26	0.166
chr11-66580000-66585000	19	0.1176
chr11-67005000-67010000	20	0.0654
chr11-67290000-67295000	20	0.1334
chr11-67295000-67300000	65	0.233
chr11-67595000-67600000	40	0.0836
chr11-67600000-67605000	23	0.1096
chr11-67615000-67620000	27	0.2396
chr11-68225000-68230000	11	0.0704
chr11-68230000-68235000	13	0.0544
chr11-68240000-68245000	24	0.0568
chr11-68245000-68250000	8	0.0656
chr11-68250000-68255000	13	0.0642
chr11-68285000-68290000	25	0.0902
chr11-68290000-68295000	12	0.0912
chr11-68310000-68315000	4	0.034
chr11-68695000-68700000	110	0.6756
chr11-68860000-68865000	10	0.046
chr11-68920000-68925000	39	0.1318
chr11-68925000-68930000	70	0.2976
chr11-68980000-68985000	25	0.2766
chr11-69090000-69095000	19	0.091
chr11-69115000-69120000	21	0.0556
chr11-69180000-69185000	5	0.0098
chr11-69345000-69350000	41	0.1652
chr11-69355000-69360000	29	0.0602
chr11-69360000-69365000	25	0.0772
chr11-69365000-69370000	28	0.1516
chr11-69385000-69390000	182	0.6896
chr11-69400000-69405000	29	0.1034
chr11-69420000-69425000	25	0.0612
chr11-69425000-69430000	106	0.4376
chr11-69460000-69465000	23	0.2068
chr11-69630000-69635000	7	0.0498
chr11-69680000-69685000	10	0.0302
chr11-69925000-69930000	12	0.0628
chr11-69990000-69995000	9	0.0472
chr11-70190000-70195000	29	0.1164
chr11-70445000-70450000	56	0.1708
chr11-70510000-70515000	35	0.4092
chr11-70690000-70695000	5	0.0154
chr11-70745000-70750000	16	0.184
chr11-70750000-70755000	9	0.054
chr11-70895000-70900000	6	0.036
chr11-70920000-70925000	11	0.148
chr11-70940000-70945000	31	0.141
chr11-71445000-71450000	27	0.1306
chr11-71505000-71510000	23	0.1702
chr11-71540000-71545000	11	0.038
chr11-71760000-71765000	8	0.0674
chr11-72160000-72165000	26	0.1644
chr11-72200000-72205000	26	0.1236
chr11-72250000-72255000	5	0.0174
chr11-72500000-72505000	19	0.1576
chr11-72510000-72515000	158	0.7012
chr11-72665000-72670000	30	0.1104
chr11-72910000-72915000	25	0.179
chr11-73005000-73010000	16	0.0864
chr11-73025000-73030000	44	0.3968
chr11-73115000-73120000	12	0.07
chr11-73610000-73615000	6	0.054
chr11-73945000-73950000	53	0.4948
chr11-74360000-74365000	22	0.4608
chr11-74500000-74505000	86	0.3448
chr11-74540000-74545000	45	0.28
chr11-74650000-74655000	16	0.0804
chr11-74820000-74825000	352	1
chr11-74825000-74830000	252	0.8404
chr11-74865000-74870000	480	1
chr11-74870000-74875000	459	1
chr11-74875000-74880000	72	0.5152
chr11-74880000-74885000	20	0.115
chr11-74885000-74890000	74	0.4314
chr11-75020000-75025000	23	0.0822
chr11-75090000-75095000	50	0.2562
chr11-75110000-75115000	267	1
chr11-75115000-75120000	32	0.3828
chr11-75250000-75255000	23	0.186
chr11-75365000-75370000	16	0.0928
chr11-75535000-75540000	20	0.069
chr11-75705000-75710000	8	0.0182
chr11-76075000-76080000	104	0.4708
chr11-76330000-76335000	38	0.216
chr11-76335000-76340000	33	0.1706
chr11-76350000-76355000	7	0.0186
chr11-76355000-76360000	4	0.01
chr11-76475000-76480000	28	0.1666
chr11-76480000-76485000	23	0.1222
chr11-76615000-76620000	33	0.2072
chr11-76705000-76710000	17	0.0946
chr11-76745000-76750000	11	0.05
chr11-76775000-76780000	196	0.8464
chr11-76790000-76795000	17	0.0724
chr11-76810000-76815000	28	0.123
chr11-76815000-76820000	96	0.6496
chr11-76905000-76910000	31	0.143
chr11-76960000-76965000	29	0.16
chr11-77040000-77045000	5	0.0348
chr11-77580000-77585000	37	0.2686
chr11-77640000-77645000	8	0.0298
chr11-77730000-77735000	114	0.7636
chr11-77790000-77795000	52	0.379
chr11-77815000-77820000	5	0.0068
chr11-77840000-77845000	32	0.1082
chr11-77850000-77855000	42	0.142
chr11-77855000-77860000	24	0.0624
chr11-78130000-78135000	35	0.1128
chr11-78135000-78140000	84	0.4816
chr11-78240000-78245000	192	0.8908
chr11-78270000-78275000	276	1
chr11-78375000-78380000	128	0.3844
chr11-79700000-79705000	33	0.2884
chr11-80090000-80095000	8	0.0324
chr11-80495000-80500000	19	0.1044
chr11-80750000-80755000	6	0.0188
chr11-80785000-80790000	16	0.0622
chr11-81020000-81025000	2	0.024
chr11-81135000-81140000	6	0.0266
chr11-81145000-81150000	5	0.038
chr11-81310000-81315000	20	0.1448
chr11-81395000-81400000	12	0.0516
chr11-81670000-81675000	12	0.0704
chr11-81680000-81685000	21	0.3068
chr11-81860000-81865000	21	0.2336
chr11-81930000-81935000	6	0.0232
chr11-82020000-82025000	9	0.0674
chr11-82045000-82050000	25	0.3036
chr11-82220000-82225000	17	0.1366
chr11-82225000-82230000	16	0.126
chr11-82235000-82240000	40	0.3636
chr11-82260000-82265000	30	0.346
chr11-82395000-82400000	16	0.1188
chr11-82415000-82420000	10	0.0516
chr11-82440000-82445000	19	0.1136
chr11-82465000-82470000	9	0.03
chr11-82780000-82785000	42	0.16
chr11-82910000-82915000	54	0.4744
chr11-83160000-83165000	10	0.0538
chr11-83215000-83220000	30	0.5446
chr11-83890000-83895000	21	0.1518
chr11-84030000-84035000	29	0.4066
chr11-84095000-84100000	10	0.046
chr11-84130000-84135000	10	0.0436
chr11-84345000-84350000	21	0.1512
chr11-84380000-84385000	7	0.1116
chr11-84460000-84465000	9	0.0466
chr11-84465000-84470000	8	0.0348
chr11-84470000-84475000	4	0.034
chr11-84580000-84585000	6	0.0302
