bin_pos	Sum_Signal	repeat_percentage
chr11-98245000-98250000	4	0.0828
chr11-98250000-98255000	27	0.4942
chr11-98255000-98260000	23	0.4806
chr11-98260000-98265000	60	0.9918
chr11-98265000-98270000	70	0.9952
chr11-98270000-98275000	35	0.62
chr11-98275000-98280000	28	0.588
chr11-98280000-98285000	28	0.6494
chr11-98285000-98290000	23	0.36
chr11-98290000-98295000	39	0.5758
chr11-98295000-98300000	51	0.8944
chr11-98300000-98305000	26	0.7036
chr11-98305000-98310000	26	0.5148
chr11-98310000-98315000	10	0.1372
chr11-98315000-98320000	10	0.1858
chr11-98320000-98325000	27	0.407
chr11-98325000-98330000	60	1
chr11-98330000-98335000	75	0.7818
chr11-98335000-98340000	65	1
chr11-98340000-98345000	72	0.872
chr11-98345000-98350000	52	0.6858
chr11-98350000-98355000	52	0.5814
chr11-98355000-98360000	9	0.1274
chr11-98360000-98365000	15	0.281
chr11-98365000-98370000	16	0.163
chr11-98370000-98375000	30	0.4038
chr11-98375000-98380000	16	0.2044
chr11-98380000-98385000	32	0.7532
chr11-98385000-98390000	26	0.5584
chr11-98390000-98395000	29	0.685
chr11-98395000-98400000	29	0.5534
chr11-98400000-98405000	30	0.418
chr11-98405000-98410000	20	0.3584
chr11-98410000-98415000	35	0.5004
chr11-98415000-98420000	28	0.4232
chr11-98420000-98425000	98	0.9998
chr11-98425000-98430000	67	0.9964
chr11-98430000-98435000	72	0.92
chr11-98435000-98440000	37	0.6672
chr11-98440000-98445000	42	0.8922
chr11-98445000-98450000	48	0.4364
chr11-98450000-98455000	66	0.807
chr11-98455000-98460000	56	0.8954
chr11-98460000-98465000	64	0.953
chr11-98465000-98470000	49	0.9702
chr11-98470000-98475000	21	0.3852
chr11-98480000-98485000	27	0.3688
chr11-98485000-98490000	53	0.7806
chr11-98490000-98495000	94	1
chr11-98495000-98500000	34	0.4836
chr11-98500000-98505000	44	0.9636
chr11-98505000-98510000	56	0.9558
chr11-98510000-98515000	44	0.7318
chr11-98515000-98520000	18	0.3956
chr11-98520000-98525000	18	0.337
chr11-98525000-98530000	51	0.6594
chr11-98530000-98535000	30	0.3804
chr11-98535000-98540000	20	0.2982
chr11-98540000-98545000	21	0.288
chr11-98545000-98550000	56	0.971
chr11-98550000-98555000	56	0.9442
chr11-98555000-98560000	13	0.1958
chr11-98560000-98565000	7	0.1054
chr11-98570000-98575000	35	0.6688
chr11-98575000-98580000	16	0.1934
chr11-98580000-98585000	64	1
chr11-98585000-98590000	22	0.3688
chr11-98590000-98595000	32	0.7822
chr11-98595000-98600000	28	0.5368
chr11-98600000-98605000	51	0.8242
chr11-98605000-98610000	22	0.4216
chr11-98610000-98615000	4	0.0614
chr11-98615000-98620000	33	0.685
chr11-98620000-98625000	58	0.8072
chr11-98625000-98630000	58	0.8008
chr11-98630000-98635000	34	0.5104
chr11-98635000-98640000	27	0.4624
chr11-98640000-98645000	24	0.4132
chr11-98645000-98650000	32	0.6692
chr11-98650000-98655000	16	0.1654
chr11-98655000-98660000	37	0.6294
chr11-98660000-98665000	28	0.553
chr11-98665000-98670000	25	0.528
chr11-98670000-98675000	34	0.727
chr11-98675000-98680000	42	0.999
chr11-98680000-98685000	41	0.5622
chr11-98685000-98690000	52	1
chr11-98690000-98695000	50	0.974
chr11-98695000-98700000	21	0.5894
chr11-98700000-98705000	18	0.3952
chr11-98705000-98710000	7	0.066
chr11-98710000-98715000	44	0.672
chr11-98715000-98720000	66	0.9768
chr11-98720000-98725000	48	0.5804
chr11-98725000-98730000	44	0.4608
chr11-98730000-98735000	25	0.3778
chr11-98735000-98740000	11	0.3
chr11-98740000-98745000	38	0.523
chr11-98745000-98750000	66	0.7822
chr11-98750000-98755000	68	0.9484
chr11-98755000-98760000	52	0.8168
chr11-98760000-98765000	57	1
chr11-98765000-98770000	3	0.1568
chr11-98775000-98780000	38	0.3854
chr11-98780000-98785000	19	0.2488
chr11-98785000-98790000	33	0.5622
chr11-98790000-98795000	48	0.6996
chr11-98795000-98800000	18	0.251
chr11-98800000-98805000	43	0.6878
chr11-98805000-98810000	30	0.5886
chr11-98810000-98815000	48	0.644
chr11-98815000-98820000	39	0.5182
chr11-98820000-98825000	54	0.6134
chr11-98825000-98830000	80	0.8282
chr11-98830000-98835000	54	0.5286
chr11-98835000-98840000	36	0.5864
chr11-98840000-98845000	71	0.9992
chr11-98845000-98850000	52	0.5664
chr11-98850000-98855000	54	0.9992
chr11-98855000-98860000	76	1
chr11-98860000-98865000	54	0.5912
chr11-98865000-98870000	66	0.7318
chr11-98870000-98875000	39	0.6432
chr11-98875000-98880000	12	0.2698
chr11-98880000-98885000	45	0.9948
chr11-98885000-98890000	69	0.9902
chr11-98890000-98895000	65	0.9344
chr11-98895000-98900000	17	0.2194
chr11-98900000-98905000	23	0.3708
chr11-98905000-98910000	76	0.9458
chr11-98910000-98915000	72	0.9998
chr11-98915000-98920000	85	1
chr11-98920000-98925000	32	0.3664
chr11-98925000-98930000	36	0.4574
chr11-98930000-98935000	73	0.8274
chr11-98935000-98940000	18	0.238
chr11-98940000-98945000	21	0.28
chr11-98945000-98950000	20	0.294
chr11-98950000-98955000	45	0.6324
chr11-98955000-98960000	20	0.2362
chr11-98960000-98965000	31	0.4154
chr11-98965000-98970000	20	0.1844
chr11-98970000-98975000	29	0.6008
chr11-98975000-98980000	48	0.7168
chr11-98980000-98985000	43	0.6248
chr11-98985000-98990000	66	0.9938
chr11-98990000-98995000	66	0.8318
chr11-98995000-99000000	95	0.8558
chr11-99000000-99005000	83	0.9018
chr11-99005000-99010000	18	0.241
chr11-99010000-99015000	15	0.3842
chr11-99025000-99030000	2	0.0562
chr11-99030000-99035000	40	0.7316
chr11-99035000-99040000	36	0.4276
chr11-99040000-99045000	20	0.3386
chr11-99045000-99050000	2	0.127
chr11-99050000-99055000	6	0.0632
chr11-99055000-99060000	13	0.2264
chr11-99060000-99065000	1	0.0296
chr11-99065000-99070000	32	0.4132
chr11-99070000-99075000	48	0.8924
chr11-99075000-99080000	10	0.156
chr11-99080000-99085000	1	0.015
chr11-99085000-99090000	21	0.295
chr11-99090000-99095000	22	0.2738
chr11-99095000-99100000	1	0.0472
chr11-99100000-99105000	33	0.6892
chr11-99105000-99110000	32	0.2716
chr11-99110000-99115000	26	0.2734
chr11-99115000-99120000	41	0.6278
chr11-99120000-99125000	44	0.7634
chr11-99125000-99130000	26	0.5028
chr11-99130000-99135000	58	0.9738
chr11-99135000-99140000	11	0.1916
chr11-99140000-99145000	36	0.5906
chr11-99145000-99150000	10	0.2156
chr11-99150000-99155000	33	0.6258
chr11-99155000-99160000	11	0.2188
chr11-99160000-99165000	9	0.1986
chr11-99165000-99170000	10	0.1862
chr11-99170000-99175000	29	0.3916
chr11-99175000-99180000	32	0.5134
chr11-99180000-99185000	37	0.6722
chr11-99185000-99190000	36	0.503
chr11-99190000-99195000	37	0.7574
chr11-99195000-99200000	16	0.234
chr11-99200000-99205000	16	0.3624
chr11-99205000-99210000	14	0.2082
chr11-99215000-99220000	39	0.7782
chr11-99220000-99225000	13	0.1562
chr11-99225000-99230000	12	0.3202
chr11-99230000-99235000	37	0.5306
chr11-99235000-99240000	40	0.3892
chr11-99240000-99245000	32	0.4758
chr11-99245000-99250000	25	0.408
chr11-99255000-99260000	10	0.1184
chr11-99260000-99265000	10	0.1616
chr11-99270000-99275000	24	0.293
chr11-99275000-99280000	12	0.2482
chr11-99280000-99285000	14	0.3548
chr11-99285000-99290000	14	0.1866
chr11-99290000-99295000	30	0.4294
chr11-99295000-99300000	46	0.9986
chr11-99300000-99305000	46	0.9948
chr11-99305000-99310000	4	0.126
chr11-99310000-99315000	20	0.2984
chr11-99315000-99320000	19	0.1916
chr11-99320000-99325000	40	0.5638
chr11-99325000-99330000	6	0.1202
chr11-99330000-99335000	21	0.2898
chr11-99335000-99340000	11	0.1466
chr11-99340000-99345000	9	0.1572
chr11-99345000-99350000	25	0.4356
chr11-99350000-99355000	23	0.4758
chr11-99355000-99360000	19	0.441
chr11-99360000-99365000	39	0.6542
chr11-99365000-99370000	3	0.0802
chr11-99370000-99375000	9	0.2086
chr11-99375000-99380000	3	0.0756
chr11-99380000-99385000	9	0.1774
chr11-99385000-99390000	7	0.204
chr11-99390000-99395000	3	0.0918
chr11-99395000-99400000	20	0.6334
chr11-99405000-99410000	25	0.5984
chr11-99410000-99415000	18	0.2676
chr11-99415000-99420000	26	0.4252
chr11-99420000-99425000	21	0.4256
chr11-99425000-99430000	38	1
chr11-99430000-99435000	25	0.3784
chr11-99435000-99440000	14	0.2816
chr11-99440000-99445000	3	0.0254
chr11-99445000-99450000	6	0.075
chr11-99450000-99455000	22	0.266
chr11-99455000-99460000	17	0.3802
chr11-99460000-99465000	1	0.1282
chr11-99465000-99470000	15	0.3058
chr11-99470000-99475000	15	0.1806
chr11-99475000-99480000	6	0.1494
chr11-99490000-99495000	23	0.3622
chr11-99495000-99500000	6	0.06
chr11-99505000-99510000	5	0.1004
chr11-99510000-99515000	28	0.8464
chr11-99515000-99520000	3	0.1902
chr11-99520000-99525000	5	0.0756
chr11-99545000-99550000	7	0.1852
chr11-99560000-99565000	27	0.6394
chr11-99565000-99570000	4	0.0648
chr11-99570000-99575000	32	0.6624
chr11-99575000-99580000	29	0.5968
chr11-99580000-99585000	42	0.932
chr11-99585000-99590000	10	0.2808
chr11-99590000-99595000	20	0.3008
chr11-99595000-99600000	7	0.1188
chr11-99600000-99605000	10	0.5112
chr11-99605000-99610000	36	1
chr11-99610000-99615000	1	0.034
chr11-99635000-99640000	22	0.4352
chr11-99640000-99645000	7	0.1282
chr11-99650000-99655000	6	0.1312
chr11-99655000-99660000	44	0.7464
chr11-99670000-99675000	8	0.297
chr11-99690000-99695000	14	0.393
chr11-99695000-99700000	8	0.1616
chr11-99700000-99705000	16	0.1428
chr11-99705000-99710000	1	0.0202
chr11-99710000-99715000	56	0.9864
chr11-99715000-99720000	2	0.1186
chr11-99720000-99725000	19	0.6986
chr11-99725000-99730000	15	0.2764
chr11-99735000-99740000	4	0.1246
chr11-99740000-99745000	12	0.1744
chr11-99745000-99750000	12	0.1654
chr11-99750000-99755000	24	0.416
chr11-99755000-99760000	25	0.4758
chr11-99760000-99765000	31	0.5884
chr11-99765000-99770000	62	0.7316
chr11-99770000-99775000	38	0.445
chr11-99775000-99780000	27	0.1722
chr11-99780000-99785000	56	0.6354
chr11-99785000-99790000	34	0.5366
chr11-99790000-99795000	69	0.999
chr11-99795000-99800000	42	0.6612
chr11-99800000-99805000	46	0.7962
chr11-99805000-99810000	19	0.1916
chr11-99810000-99815000	1	0.0736
chr11-99815000-99820000	18	0.2978
chr11-99820000-99825000	17	0.2858
chr11-99825000-99830000	22	0.3602
chr11-99830000-99835000	33	0.4062
chr11-99835000-99840000	26	0.354
chr11-99840000-99845000	14	0.3564
chr11-99845000-99850000	15	0.2116
chr11-99850000-99855000	11	0.1888
chr11-99855000-99860000	25	0.2748
chr11-99860000-99865000	33	0.3314
chr11-99865000-99870000	19	0.3132
chr11-99870000-99875000	23	0.3988
chr11-99875000-99880000	20	0.2986
chr11-99880000-99885000	30	0.4646
chr11-99885000-99890000	63	0.6556
chr11-99890000-99895000	55	0.6456
chr11-99895000-99900000	83	0.846
chr11-99900000-99905000	52	0.6316
chr11-99905000-99910000	51	0.6406
chr11-99910000-99915000	16	0.1672
chr11-99915000-99920000	36	0.42
chr11-99920000-99925000	60	0.6756
chr11-99925000-99930000	62	0.7732
chr11-99930000-99935000	39	0.4192
chr11-99935000-99940000	12	0.1532
chr11-99940000-99945000	44	0.6312
chr11-99945000-99950000	14	0.3932
chr11-99950000-99955000	15	0.2984
chr11-99955000-99960000	26	0.3118
chr11-99960000-99965000	67	0.6838
chr11-99965000-99970000	29	0.3664
chr11-99970000-99975000	32	0.4952
chr11-99980000-99985000	4	0.1662
chr11-99985000-99990000	37	0.4894
chr11-99990000-99995000	32	0.2778
chr11-99995000-100000000	66	0.7566
chr11-100000000-100005000	40	0.4558
chr11-100005000-100010000	52	0.5936
chr11-100010000-100015000	23	0.1862
chr11-100015000-100020000	35	0.41
chr11-100020000-100025000	67	0.9938
chr11-100025000-100030000	58	0.6854
chr11-100030000-100035000	52	0.4458
chr11-100035000-100040000	93	1
chr11-100040000-100045000	58	0.5236
chr11-100045000-100050000	59	0.7802
chr11-100050000-100055000	52	0.9792
chr11-100055000-100060000	26	0.5852
chr11-100060000-100065000	13	0.2526
chr11-100065000-100070000	20	0.1938
chr11-100070000-100075000	6	0.1428
chr11-100075000-100080000	53	0.3314
chr11-100080000-100085000	31	0.3476
chr11-100085000-100090000	47	0.8796
chr11-100090000-100095000	29	0.452
chr11-100095000-100100000	25	0.2306
chr11-100100000-100105000	24	0.34
chr11-100105000-100110000	8	0.135
chr11-100110000-100115000	23	0.2744
chr11-100115000-100120000	4	0.0688
chr11-100120000-100125000	34	0.452
chr11-100125000-100130000	46	0.7348
chr11-100130000-100135000	23	0.2664
chr11-100135000-100140000	40	0.5348
chr11-100140000-100145000	63	0.6606
chr11-100145000-100150000	20	0.4924
chr11-100150000-100155000	40	0.4844
chr11-100155000-100160000	51	0.7622
chr11-100160000-100165000	24	0.2816
chr11-100165000-100170000	44	0.6452
chr11-100170000-100175000	35	0.2868
chr11-100175000-100180000	30	0.3742
chr11-100180000-100185000	95	0.9652
chr11-100185000-100190000	82	0.6666
chr11-100190000-100195000	6	0.0322
chr11-100195000-100200000	6	0.1222
chr11-100200000-100205000	13	0.2264
chr11-100205000-100210000	21	0.189
chr11-100210000-100215000	40	0.4254
chr11-100215000-100220000	23	0.2552
chr11-100220000-100225000	13	0.1318
chr11-100225000-100230000	22	0.1324
chr11-100230000-100235000	40	0.4656
chr11-100235000-100240000	34	0.4092
chr11-100240000-100245000	14	0.1732
chr11-100245000-100250000	17	0.289
chr11-100250000-100255000	35	0.4734
chr11-100255000-100260000	61	0.7724
chr11-100260000-100265000	71	0.7686
chr11-100265000-100270000	59	0.6476
chr11-100270000-100275000	65	0.5252
chr11-100275000-100280000	54	0.7264
chr11-100280000-100285000	61	0.8952
chr11-100285000-100290000	66	0.8772
chr11-100290000-100295000	33	0.4208
chr11-100295000-100300000	2	0.0838
chr11-100300000-100305000	24	0.2158
chr11-100305000-100310000	23	0.248
chr11-100310000-100315000	44	0.5388
chr11-100315000-100320000	24	0.3138
chr11-100320000-100325000	45	0.7872
chr11-100325000-100330000	53	0.6452
chr11-100330000-100335000	79	1
chr11-100335000-100340000	33	0.4338
chr11-100340000-100345000	14	0.3112
chr11-100345000-100350000	22	0.2972
chr11-100350000-100355000	53	0.5024
chr11-100355000-100360000	9	0.2446
chr11-100360000-100365000	63	0.994
chr11-100365000-100370000	72	0.8934
chr11-100370000-100375000	60	0.7056
chr11-100375000-100380000	57	0.8004
chr11-100380000-100385000	50	0.5604
chr11-100385000-100390000	76	1
chr11-100390000-100395000	54	0.5334
chr11-100395000-100400000	16	0.1376
chr11-100400000-100405000	74	0.5786
chr11-100405000-100410000	63	0.7794
chr11-100410000-100415000	63	1
chr11-100415000-100420000	39	0.5862
chr11-100420000-100425000	72	0.9898
chr11-100425000-100430000	48	0.7622
chr11-100430000-100435000	54	0.7572
chr11-100435000-100440000	19	0.3296
chr11-100440000-100445000	37	0.5888
chr11-100445000-100450000	45	0.5392
chr11-100450000-100455000	50	0.779
chr11-100455000-100460000	67	0.8318
chr11-100460000-100465000	8	0.123
chr11-100465000-100470000	4	0.1506
chr11-100470000-100475000	16	0.3612
chr11-100475000-100480000	54	0.9404
chr11-100480000-100485000	37	0.7462
chr11-100485000-100490000	50	0.8888
chr11-100490000-100495000	67	0.9986
chr11-100495000-100500000	53	0.9838
chr11-100500000-100505000	41	0.4356
chr11-100505000-100510000	51	0.526
chr11-100510000-100515000	26	0.3912
chr11-100515000-100520000	85	0.9888
chr11-100520000-100525000	48	0.7004
chr11-100525000-100530000	78	0.9618
chr11-100530000-100535000	63	0.961
chr11-100535000-100540000	14	0.3096
chr11-100540000-100545000	62	0.9296
chr11-100545000-100550000	18	0.3694
chr11-100560000-100565000	7	0.2148
chr11-100570000-100575000	5	0.08
chr11-100575000-100580000	6	0.1422
chr11-100590000-100595000	5	0.13
chr11-100595000-100600000	22	0.3968
chr11-100600000-100605000	40	0.825
chr11-100605000-100610000	76	1
chr11-100615000-100620000	14	0.2712
chr11-100620000-100625000	27	0.5606
chr11-100635000-100640000	12	0.307
chr11-100640000-100645000	6	0.0836
chr11-100645000-100650000	44	0.9896
chr11-100650000-100655000	19	0.6038
chr11-100740000-100745000	6	0.2038
chr11-100885000-100890000	9	0.2366
chr11-100895000-100900000	17	0.8316
chr11-100980000-100985000	3	0.0584
chr11-100985000-100990000	17	0.3042
chr11-101000000-101005000	30	0.6788
chr11-101005000-101010000	21	0.3096
chr11-101010000-101015000	25	0.4256
chr11-101015000-101020000	20	0.271
chr11-101020000-101025000	10	0.1416
chr11-101025000-101030000	15	0.2784
chr11-101030000-101035000	13	0.3212
chr11-101035000-101040000	10	0.1596
chr11-101040000-101045000	21	0.499
chr11-101045000-101050000	33	0.5062
chr11-101050000-101055000	24	0.3364
chr11-101055000-101060000	44	0.5282
chr11-101060000-101065000	28	0.268
chr11-101065000-101070000	64	0.889
chr11-101070000-101075000	53	0.9974
chr11-101075000-101080000	42	1
chr11-101080000-101085000	86	1
chr11-101085000-101090000	76	0.9436
chr11-101090000-101095000	20	0.2532
chr11-101095000-101100000	34	0.4276
chr11-101100000-101105000	18	0.6542
chr11-101105000-101110000	43	0.8156
chr11-101110000-101115000	45	0.6556
chr11-101115000-101120000	36	0.4794
chr11-101120000-101125000	21	0.302
chr11-101130000-101135000	49	0.6986
chr11-101135000-101140000	51	0.6754
chr11-101140000-101145000	33	0.6954
chr11-101145000-101150000	54	0.956
chr11-101150000-101155000	63	0.7168
chr11-101155000-101160000	66	0.8796
chr11-101160000-101165000	61	1
chr11-101165000-101170000	84	0.9366
chr11-101170000-101175000	27	0.3118
chr11-101175000-101180000	46	0.5206
chr11-101180000-101185000	99	0.7664
chr11-101185000-101190000	43	0.4436
chr11-101190000-101195000	40	0.4012
chr11-101195000-101200000	28	0.2324
chr11-101200000-101205000	51	0.5798
chr11-101205000-101210000	84	1
chr11-101210000-101215000	67	0.8178
chr11-101215000-101220000	110	1
chr11-101220000-101225000	77	0.82
chr11-101225000-101230000	45	0.7586
chr11-101230000-101235000	82	0.9992
chr11-101235000-101240000	63	1
chr11-101240000-101245000	54	0.9568
chr11-101245000-101250000	74	0.9954
chr11-101250000-101255000	42	0.5992
chr11-101255000-101260000	4	0.1258
chr11-101265000-101270000	42	0.491
chr11-101270000-101275000	53	0.6116
chr11-101275000-101280000	23	0.4004
chr11-101280000-101285000	57	0.7192
chr11-101285000-101290000	94	0.9204
chr11-101290000-101295000	58	0.9388
chr11-101295000-101300000	51	0.6854
chr11-101300000-101305000	44	0.7074
chr11-101305000-101310000	47	0.5444
chr11-101310000-101315000	110	1
chr11-101315000-101320000	61	1
chr11-101320000-101325000	53	0.566
chr11-101325000-101330000	46	0.4086
chr11-101330000-101335000	95	0.9108
chr11-101335000-101340000	38	0.3462
chr11-101340000-101345000	47	0.555
chr11-101345000-101350000	35	0.3172
chr11-101350000-101355000	32	0.311
chr11-101355000-101360000	70	0.8288
chr11-101360000-101365000	36	0.37
chr11-101365000-101370000	67	1
chr11-101370000-101375000	60	0.4656
chr11-101375000-101380000	88	0.7944
chr11-101380000-101385000	45	0.4702
chr11-101385000-101390000	50	0.8176
chr11-101390000-101395000	36	0.3808
chr11-101395000-101400000	50	0.7414
chr11-101400000-101405000	26	0.3818
chr11-101405000-101410000	6	0.046
chr11-101410000-101415000	38	0.8038
chr11-101415000-101420000	49	0.991
chr11-101420000-101425000	56	0.9874
chr11-101425000-101430000	34	0.953
chr11-101430000-101435000	25	0.33
chr11-101435000-101440000	11	0.3162
chr11-101440000-101445000	14	0.2294
chr11-101445000-101450000	20	0.224
chr11-101450000-101455000	10	0.166
chr11-101455000-101460000	21	0.2632
chr11-101460000-101465000	61	0.7776
chr11-101465000-101470000	43	0.625
chr11-101470000-101475000	23	0.2886
chr11-101475000-101480000	46	0.4698
chr11-101480000-101485000	40	0.4582
chr11-101485000-101490000	21	0.211
chr11-101490000-101495000	10	0.404
chr11-101495000-101500000	33	0.4734
chr11-101500000-101505000	23	0.3244
chr11-101505000-101510000	51	0.4684
chr11-101510000-101515000	24	0.2992
chr11-101515000-101520000	32	0.456
chr11-101520000-101525000	52	0.7778
chr11-101525000-101530000	23	0.342
chr11-101530000-101535000	49	0.4772
chr11-101535000-101540000	92	1
chr11-101540000-101545000	31	0.4902
chr11-101545000-101550000	12	0.4338
chr11-101550000-101555000	15	0.2294
chr11-101555000-101560000	50	0.7404
chr11-101560000-101565000	21	0.3648
chr11-101565000-101570000	61	0.7366
chr11-101570000-101575000	77	0.8404
chr11-101575000-101580000	22	0.3438
chr11-101580000-101585000	12	0.1504
chr11-101585000-101590000	12	0.3582
chr11-101590000-101595000	27	0.4452
chr11-101595000-101600000	55	0.6994
chr11-101600000-101605000	30	0.3012
chr11-101605000-101610000	15	0.2062
chr11-101610000-101615000	46	0.3954
chr11-101615000-101620000	34	0.4424
chr11-101620000-101625000	28	0.4124
chr11-101625000-101630000	46	0.5304
chr11-101630000-101635000	52	0.837
chr11-101635000-101640000	82	0.9866
chr11-101640000-101645000	74	1
chr11-101645000-101650000	90	0.982
chr11-101650000-101655000	58	0.7904
chr11-101655000-101660000	50	0.9686
chr11-101660000-101665000	85	0.9876
chr11-101665000-101670000	70	0.7072
chr11-101670000-101675000	37	0.4106
chr11-101675000-101680000	25	0.4146
chr11-101680000-101685000	79	0.9206
chr11-101685000-101690000	68	0.598
chr11-101690000-101695000	58	0.5502
chr11-101695000-101700000	21	0.1936
chr11-101705000-101710000	62	0.676
chr11-101710000-101715000	75	0.9644
chr11-101715000-101720000	43	0.5882
chr11-101720000-101725000	23	0.3746
chr11-101725000-101730000	46	0.5572
chr11-101730000-101735000	39	0.5004
chr11-101735000-101740000	30	0.3504
chr11-101740000-101745000	38	0.393
chr11-101745000-101750000	16	0.32
chr11-101750000-101755000	39	0.495
chr11-101755000-101760000	28	0.4558
chr11-101760000-101765000	39	0.496
chr11-101765000-101770000	47	0.5196
chr11-101770000-101775000	41	0.4684
chr11-101775000-101780000	56	0.8138
chr11-101780000-101785000	80	1
chr11-101785000-101790000	37	0.5146
chr11-101790000-101795000	25	0.31
chr11-101795000-101800000	74	0.7622
chr11-101800000-101805000	60	0.6298
chr11-101805000-101810000	27	0.314
chr11-101810000-101815000	52	0.5332
chr11-101815000-101820000	36	0.3916
chr11-101820000-101825000	19	0.2972
chr11-101825000-101830000	44	0.6968
chr11-101830000-101835000	47	0.772
chr11-101835000-101840000	65	0.957
chr11-101840000-101845000	65	0.8076
chr11-101845000-101850000	9	0.2344
chr11-101850000-101855000	28	0.6248
chr11-101855000-101860000	25	0.7254
chr11-101860000-101865000	10	0.2594
chr11-101865000-101870000	14	0.1848
chr11-101870000-101875000	26	0.3436
chr11-101875000-101880000	48	0.8686
chr11-101880000-101885000	14	0.277
chr11-101885000-101890000	30	0.3586
chr11-101890000-101895000	15	0.1724
chr11-101900000-101905000	5	0.1526
chr11-101905000-101910000	3	0.0622
chr11-101925000-101930000	12	0.2044
chr11-101930000-101935000	29	0.598
chr11-101935000-101940000	54	1
chr11-101940000-101945000	32	0.5232
chr11-101945000-101950000	46	0.5054
chr11-101950000-101955000	59	0.6286
chr11-101955000-101960000	14	0.2396
chr11-101960000-101965000	7	0.18
chr11-101965000-101970000	30	0.6006
chr11-101970000-101975000	59	0.7848
chr11-101975000-101980000	44	0.691
chr11-101980000-101985000	58	1
chr11-101985000-101990000	54	0.6972
chr11-101990000-101995000	17	0.3552
chr11-101995000-102000000	12	0.1892
chr11-102000000-102005000	8	0.0896
chr11-102010000-102015000	29	0.5228
chr11-102015000-102020000	18	0.2724
chr11-102025000-102030000	36	0.444
chr11-102030000-102035000	26	0.7152
chr11-102035000-102040000	16	0.4184
chr11-102040000-102045000	11	0.4232
chr11-102045000-102050000	15	0.3374
chr11-102050000-102055000	11	0.1428
chr11-102055000-102060000	7	0.1048
chr11-102060000-102065000	20	0.5366
chr11-102065000-102070000	9	0.199
chr11-102070000-102075000	44	0.8748
chr11-102075000-102080000	20	0.2956
chr11-102080000-102085000	12	0.2548
chr11-102115000-102120000	2	0.0622
chr11-102120000-102125000	31	0.709
chr11-102125000-102130000	40	0.8888
chr11-102135000-102140000	5	0.069
chr11-102140000-102145000	12	0.1228
chr11-102145000-102150000	6	0.1396
chr11-102150000-102155000	20	0.372
chr11-102160000-102165000	9	0.1158
chr11-102165000-102170000	14	0.272
chr11-102170000-102175000	6	0.1962
chr11-102185000-102190000	14	0.085
chr11-102190000-102195000	23	0.4076
chr11-102195000-102200000	10	0.3096
chr11-102200000-102205000	4	0.186
chr11-102210000-102215000	3	0.0676
chr11-102215000-102220000	4	0.0594
chr11-102220000-102225000	7	0.2952
chr11-102225000-102230000	4	0.1186
chr11-102720000-102725000	8	0.1788
chr11-102725000-102730000	16	0.3208
chr11-102760000-102765000	17	0.281
chr11-102765000-102770000	18	0.578
chr11-102775000-102780000	3	0.0712
chr11-102785000-102790000	17	0.48
chr11-102815000-102820000	20	0.455
chr11-102820000-102825000	40	0.7232
chr11-102825000-102830000	21	0.485
chr11-102830000-102835000	6	0.104
chr11-102835000-102840000	12	0.1436
chr11-102840000-102845000	12	0.074
chr11-102845000-102850000	18	0.6468
chr11-102890000-102895000	6	0.0892
chr11-102910000-102915000	5	0.142
chr11-102970000-102975000	6	0.0852
chr11-102975000-102980000	24	0.65
chr11-102980000-102985000	12	0.1962
chr11-102985000-102990000	1	0.02
chr11-102990000-102995000	34	0.552
chr11-102995000-103000000	4	0.0614
chr11-103020000-103025000	26	0.7532
chr11-103025000-103030000	9	0.2324
chr11-103105000-103110000	3	0.0084
chr11-103125000-103130000	17	0.3152
chr11-103130000-103135000	19	0.5358
chr11-103135000-103140000	39	0.7538
chr11-103140000-103145000	43	0.6136
chr11-103145000-103150000	33	0.3522
chr11-103150000-103155000	21	0.3516
chr11-103155000-103160000	35	0.4158
chr11-103160000-103165000	20	0.2948
chr11-103165000-103170000	31	0.5668
chr11-103170000-103175000	31	0.3786
chr11-103175000-103180000	17	0.3114
chr11-103180000-103185000	4	0.1224
chr11-103190000-103195000	17	0.3608
chr11-103195000-103200000	14	0.3614
chr11-103200000-103205000	17	0.2452
chr11-103205000-103210000	30	0.6056
chr11-103210000-103215000	38	0.4788
chr11-103215000-103220000	36	0.5642
chr11-103220000-103225000	38	0.4216
chr11-103225000-103230000	96	1
chr11-103230000-103235000	25	0.379
chr11-103235000-103240000	18	0.2434
chr11-103240000-103245000	30	0.4484
chr11-103245000-103250000	14	0.261
chr11-103250000-103255000	47	0.6558
chr11-103255000-103260000	17	0.215
chr11-103260000-103265000	68	0.8684
chr11-103265000-103270000	41	0.6218
chr11-103270000-103275000	34	0.4954
chr11-103275000-103280000	34	0.4942
chr11-103280000-103285000	16	0.3284
chr11-103285000-103290000	32	0.4436
chr11-103290000-103295000	55	0.8532
chr11-103295000-103300000	58	0.72
chr11-103300000-103305000	27	0.3318
chr11-103305000-103310000	23	0.4586
chr11-103315000-103320000	19	0.4792
chr11-103320000-103325000	15	0.3408
chr11-103325000-103330000	48	0.9284
chr11-103330000-103335000	15	0.4538
chr11-103335000-103340000	59	0.814
chr11-103340000-103345000	65	0.5528
chr11-103345000-103350000	49	0.5592
chr11-103350000-103355000	43	0.7818
chr11-103355000-103360000	19	0.2806
chr11-103360000-103365000	30	0.5422
chr11-103365000-103370000	37	0.5106
chr11-103370000-103375000	78	1
