bin_pos	Sum_Signal	repeat_percentage
chr19-22455000-22460000	45	0.6196
chr19-22460000-22465000	9	0.0224
chr19-22465000-22470000	40	0.713
chr19-22490000-22495000	52	0.6872
chr19-22495000-22500000	134	1
chr19-22500000-22505000	22	0.2388
chr19-22505000-22510000	37	0.489
chr19-22510000-22515000	11	0.1276
chr19-22520000-22525000	13	0.1404
chr19-22550000-22555000	21	0.2074
chr19-22565000-22570000	51	0.7458
chr19-22570000-22575000	95	1
chr19-22575000-22580000	60	0.7214
chr19-22595000-22600000	17	0.1602
chr19-22600000-22605000	8	0.0802
chr19-22605000-22610000	24	0.2748
chr19-22610000-22615000	8	0.0966
chr19-22715000-22720000	190	1
chr19-22720000-22725000	99	0.9876
chr19-22725000-22730000	174	1
chr19-22730000-22735000	152	1
chr19-22735000-22740000	168	1
chr19-22745000-22750000	58	0.9274
chr19-22750000-22755000	33	0.4616
chr19-22760000-22765000	23	0.5124
chr19-22810000-22815000	55	0.7526
chr19-22815000-22820000	170	1
chr19-22820000-22825000	99	0.9914
chr19-22825000-22830000	66	0.976
chr19-22895000-22900000	43	0.486
chr19-22900000-22905000	31	0.3812
chr19-22915000-22920000	200	1
chr19-22920000-22925000	11	0.1536
chr19-22930000-22935000	57	0.75
chr19-22935000-22940000	28	0.2422
chr19-22975000-22980000	19	0.3032
chr19-22985000-22990000	30	0.6078
chr19-22990000-22995000	28	0.3646
chr19-22995000-23000000	28	0.4466
chr19-23000000-23005000	10	0.188
chr19-23015000-23020000	166	1
chr19-23020000-23025000	182	1
chr19-23025000-23030000	124	1
chr19-23045000-23050000	60	0.9682
chr19-23055000-23060000	67	0.943
chr19-23060000-23065000	101	0.9482
chr19-23065000-23070000	65	0.9462
chr19-23090000-23095000	31	0.625
chr19-23095000-23100000	200	1
chr19-23100000-23105000	39	0.481
chr19-23125000-23130000	28	0.4
chr19-23165000-23170000	25	0.5228
chr19-23170000-23175000	49	0.7968
chr19-23175000-23180000	69	0.9526
chr19-23180000-23185000	102	1
chr19-23185000-23190000	55	0.8052
chr19-23230000-23235000	17	0.3986
chr19-23235000-23240000	19	0.255
chr19-23260000-23265000	26	0.5188
chr19-23285000-23290000	24	0.3378
chr19-23290000-23295000	15	0.1782
chr19-23300000-23305000	29	0.317
chr19-23305000-23310000	81	0.7514
chr19-23310000-23315000	184	1
chr19-23315000-23320000	77	1
chr19-23320000-23325000	56	0.8012
chr19-23330000-23335000	6	0.1266
chr19-23340000-23345000	26	0.602
chr19-23345000-23350000	98	1
chr19-23350000-23355000	83	0.914
chr19-23355000-23360000	19	0.3204
chr19-23390000-23395000	15	0.2902
chr19-23395000-23400000	34	0.5656
chr19-23400000-23405000	93	0.9794
chr19-23405000-23410000	81	0.8386
chr19-23450000-23455000	50	0.9358
chr19-23455000-23460000	88	0.9984
chr19-23460000-23465000	90	0.9354
chr19-23465000-23470000	70	0.9812
chr19-23480000-23485000	35	0.5344
chr19-23485000-23490000	56	0.8984
chr19-23515000-23520000	23	0.5556
chr19-23520000-23525000	80	0.9432
chr19-23525000-23530000	81	0.9486
chr19-23535000-23540000	56	1
chr19-23540000-23545000	154	1
chr19-23545000-23550000	72	0.9046
chr19-23550000-23555000	72	1
chr19-23555000-23560000	148	1
chr19-23560000-23565000	134	1
chr19-23565000-23570000	120	1
chr19-23570000-23575000	61	0.8496
chr19-23575000-23580000	52	0.6714
chr19-23610000-23615000	36	0.6376
chr19-23615000-23620000	48	0.932
chr19-23655000-23660000	59	0.5806
chr19-23660000-23665000	88	1
chr19-23665000-23670000	94	1
chr19-23670000-23675000	132	1
chr19-23675000-23680000	27	0.4446
chr19-23695000-23700000	63	1
chr19-23735000-23740000	64	0.9186
chr19-23740000-23745000	20	0.1606
chr19-23745000-23750000	73	0.8268
chr19-23750000-23755000	31	0.4714
chr19-23765000-23770000	17	0.1938
chr19-23770000-23775000	71	0.954
chr19-23775000-23780000	59	0.96
chr19-23780000-23785000	57	0.9328
chr19-23785000-23790000	52	0.9176
chr19-23795000-23800000	18	0.212
chr19-23800000-23805000	36	0.5146
chr19-23805000-23810000	11	0.2402
chr19-23815000-23820000	73	0.8982
chr19-23820000-23825000	89	0.9316
chr19-23825000-23830000	35	0.6272
chr19-23835000-23840000	59	0.8896
chr19-23855000-23860000	56	0.609
chr19-23860000-23865000	19	0.2824
chr19-23865000-23870000	146	1
chr19-23870000-23875000	49	0.6152
chr19-23880000-23885000	78	0.9946
chr19-23885000-23890000	53	0.7938
chr19-23895000-23900000	72	0.9184
chr19-23900000-23905000	99	0.9686
chr19-23905000-23910000	88	0.848
chr19-23910000-23915000	72	0.9216
chr19-23930000-23935000	14	0.131
chr19-23950000-23955000	29	0.3956
chr19-23960000-23965000	7	0.1312
chr19-23970000-23975000	13	0.2768
chr19-23975000-23980000	46	0.7384
chr19-23980000-23985000	93	0.9102
chr19-23985000-23990000	59	0.645
chr19-23990000-23995000	38	0.3328
chr19-23995000-24000000	19	0.1798
chr19-24000000-24005000	101	0.72
chr19-24005000-24010000	32	0.4494
chr19-24015000-24020000	44	0.8954
chr19-24035000-24040000	44	0.9888
chr19-24040000-24045000	15	0.3794
chr19-24070000-24075000	31	0.4876
chr19-24075000-24080000	57	0.7636
chr19-24115000-24120000	74	0.9222
chr19-24120000-24125000	126	1
chr19-24125000-24130000	16	0.1604
chr19-24130000-24135000	148	1
chr19-24135000-24140000	130	1
chr19-24150000-24155000	60	0.9748
chr19-24155000-24160000	34	0.336
chr19-24160000-24165000	15	0.2316
chr19-24165000-24170000	75	0.753
chr19-24170000-24175000	114	1
chr19-24180000-24185000	53	0.6244
chr19-24185000-24190000	80	0.965
chr19-24190000-24195000	49	0.6184
chr19-24260000-24265000	3	0.1016
chr19-24265000-24270000	70	1
chr19-24270000-24275000	52	0.707
chr19-24285000-24290000	59	0.9994
chr19-24345000-24350000	51	1
chr19-24350000-24355000	130	1
chr19-24355000-24360000	124	1
chr19-24360000-24365000	102	1
chr19-24365000-24370000	108	1
chr19-24370000-24375000	200	1
chr19-24375000-24380000	62	1
chr19-24385000-24390000	146	1
chr19-24390000-24395000	107	0.9992
chr19-24395000-24400000	99	1
chr19-24405000-24410000	70	0.9994
chr19-27345000-27350000	70	0.9972
chr19-27350000-27355000	81	1
chr19-27355000-27360000	87	1
chr19-27360000-27365000	70	0.9612
chr19-27365000-27370000	94	1
chr19-27370000-27375000	40	0.5958
chr19-27375000-27380000	57	0.7556
chr19-27385000-27390000	91	1
chr19-27390000-27395000	97	0.997
chr19-27395000-27400000	71	1
chr19-27580000-27585000	34	0.4554
chr19-27635000-27640000	55	0.9172
chr19-27640000-27645000	52	0.9374
chr19-27670000-27675000	53	0.7884
chr19-27675000-27680000	53	0.6988
chr19-27710000-27715000	37	0.7802
chr19-27745000-27750000	48	0.9188
chr19-27760000-27765000	63	1
chr19-27770000-27775000	28	0.4186
chr19-27775000-27780000	5	0.1006
chr19-27795000-27800000	7	0.1618
chr19-27835000-27840000	23	0.4186
chr19-27840000-27845000	106	1
chr19-27845000-27850000	67	0.99
chr19-27850000-27855000	37	0.6544
chr19-27870000-27875000	53	0.6252
chr19-27875000-27880000	24	0.5042
chr19-27885000-27890000	26	0.3854
chr19-27890000-27895000	11	0.1512
chr19-27895000-27900000	11	0.2194
chr19-27900000-27905000	14	0.1856
chr19-27945000-27950000	63	0.9304
chr19-27950000-27955000	9	0.236
chr19-28290000-28295000	10	0.189
chr19-28605000-28610000	19	0.5066
chr19-28610000-28615000	71	1
chr19-28650000-28655000	13	0.201
chr19-28655000-28660000	37	0.5288
chr19-32695000-32700000	62	0.9448
chr19-34385000-34390000	10	0.2016
chr19-34740000-34745000	22	0.2476
chr19-34745000-34750000	23	0.4122
chr19-34750000-34755000	48	0.7662
chr19-34755000-34760000	45	0.57
chr19-34760000-34765000	28	0.262
chr19-34765000-34770000	14	0.2216
chr19-34795000-34800000	56	0.9508
chr19-34800000-34805000	22	0.302
chr19-34805000-34810000	48	0.5156
chr19-34810000-34815000	24	0.3252
chr19-34815000-34820000	2	0.0458
chr19-34855000-34860000	48	0.7226
chr19-34860000-34865000	69	1
chr19-34875000-34880000	22	0.2858
chr19-34880000-34885000	48	0.6666
chr19-34885000-34890000	72	0.9668
chr19-34890000-34895000	12	0.261
chr19-34910000-34915000	32	0.4352
chr19-34915000-34920000	14	0.1914
chr19-34920000-34925000	19	0.315
chr19-34935000-34940000	36	0.3646
chr19-34940000-34945000	11	0.1912
chr19-34945000-34950000	83	0.8902
chr19-34950000-34955000	67	1
chr19-34955000-34960000	46	0.3338
chr19-34960000-34965000	28	0.3424
chr19-34965000-34970000	85	0.9284
chr19-34970000-34975000	49	0.612
chr19-35170000-35175000	29	0.4888
chr19-35175000-35180000	58	0.7458
chr19-35215000-35220000	55	0.8584
chr19-35235000-35240000	18	0.314
chr19-35240000-35245000	48	0.7304
chr19-36255000-36260000	38	0.556
chr19-36260000-36265000	76	0.9598
chr19-36325000-36330000	89	1
chr19-36330000-36335000	60	0.623
chr19-36335000-36340000	78	0.6684
chr19-36340000-36345000	33	0.3722
chr19-36385000-36390000	19	0.1922
chr19-36390000-36395000	43	0.5062
chr19-36395000-36400000	35	0.6592
chr19-36400000-36405000	56	0.7406
chr19-36405000-36410000	17	0.2818
chr19-36445000-36450000	12	0.218
chr19-36450000-36455000	47	0.5128
chr19-36455000-36460000	26	0.3344
chr19-36470000-36475000	38	0.5678
chr19-36475000-36480000	28	0.3358
chr19-36510000-36515000	40	0.4796
chr19-36515000-36520000	64	0.6248
chr19-36520000-36525000	31	0.4156
chr19-36525000-36530000	38	0.3236
chr19-36530000-36535000	59	0.7256
chr19-36540000-36545000	60	0.7238
chr19-36545000-36550000	34	0.2574
chr19-36550000-36555000	51	0.431
chr19-36555000-36560000	90	0.8284
chr19-36560000-36565000	121	0.9834
chr19-36565000-36570000	82	0.9322
chr19-36570000-36575000	28	0.327
chr19-36580000-36585000	72	0.761
chr19-36585000-36590000	55	0.56
chr19-36590000-36595000	28	0.4216
chr19-36615000-36620000	36	0.5208
chr19-36625000-36630000	30	0.2888
chr19-36630000-36635000	61	0.7138
chr19-36635000-36640000	102	1
chr19-36640000-36645000	14	0.2596
chr19-36660000-36665000	42	0.7212
chr19-36665000-36670000	9	0.066
chr19-36670000-36675000	38	0.563
chr19-36680000-36685000	33	0.5632
chr19-36690000-36695000	48	0.6568
chr19-36695000-36700000	60	0.7362
chr19-36700000-36705000	74	0.9942
chr19-36705000-36710000	81	0.9782
chr19-36710000-36715000	40	0.4056
chr19-36715000-36720000	18	0.1724
chr19-36720000-36725000	4	0.0714
chr19-36745000-36750000	39	0.4038
chr19-36750000-36755000	88	0.6994
chr19-36755000-36760000	68	0.7246
chr19-36765000-36770000	43	0.4834
chr19-36770000-36775000	62	0.4312
chr19-36775000-36780000	13	0.1252
chr19-36785000-36790000	17	0.1738
chr19-36790000-36795000	13	0.2002
chr19-36795000-36800000	48	0.6074
chr19-36800000-36805000	78	1
chr19-36805000-36810000	26	0.3002
chr19-36810000-36815000	22	0.4228
chr19-36815000-36820000	13	0.064
chr19-36820000-36825000	34	0.3282
chr19-36830000-36835000	9	0.0844
chr19-36835000-36840000	45	0.5586
chr19-36840000-36845000	16	0.2854
chr19-36845000-36850000	30	0.5578
chr19-36850000-36855000	31	0.4522
chr19-36860000-36865000	16	0.2714
chr19-36865000-36870000	154	1
chr19-36870000-36875000	66	0.87
chr19-36875000-36880000	8	0.107
chr19-36890000-36895000	14	0.2662
chr19-36895000-36900000	51	0.578
chr19-36910000-36915000	36	0.5736
chr19-36915000-36920000	48	0.4668
chr19-36930000-36935000	45	0.7494
chr19-36995000-37000000	27	0.4726
chr19-37000000-37005000	30	0.339
chr19-37005000-37010000	80	0.7314
chr19-37010000-37015000	66	0.7776
chr19-37025000-37030000	18	0.2122
chr19-37040000-37045000	23	0.473
chr19-37045000-37050000	18	0.3042
chr19-37050000-37055000	76	0.9006
chr19-37055000-37060000	148	1
chr19-37070000-37075000	114	1
chr19-37075000-37080000	16	0.2642
chr19-37100000-37105000	89	0.825
chr19-37105000-37110000	116	0.9932
chr19-37110000-37115000	99	0.984
chr19-37115000-37120000	103	0.9968
chr19-37120000-37125000	164	1
chr19-37125000-37130000	4	0.0712
chr19-37130000-37135000	61	0.5668
chr19-37135000-37140000	54	0.5048
chr19-37140000-37145000	29	0.3728
chr19-37145000-37150000	56	0.4132
chr19-37150000-37155000	5	0.066
chr19-37155000-37160000	13	0.2128
chr19-37165000-37170000	40	0.5338
chr19-37170000-37175000	76	0.9536
chr19-37175000-37180000	71	0.6648
chr19-37180000-37185000	65	0.5466
chr19-37185000-37190000	16	0.158
chr19-37215000-37220000	20	0.2354
chr19-37220000-37225000	60	0.88
chr19-37245000-37250000	22	0.2128
chr19-37255000-37260000	10	0.1528
chr19-37260000-37265000	36	0.444
chr19-37305000-37310000	61	0.7124
chr19-37310000-37315000	68	0.9072
chr19-37325000-37330000	30	0.377
chr19-37330000-37335000	42	0.4588
chr19-37340000-37345000	56	0.7296
chr19-37345000-37350000	52	0.5376
chr19-37350000-37355000	56	0.8314
chr19-37355000-37360000	36	0.4718
chr19-37375000-37380000	42	0.5516
chr19-37380000-37385000	66	0.8708
chr19-37385000-37390000	22	0.3548
chr19-37390000-37395000	18	0.3482
chr19-37400000-37405000	22	0.1874
chr19-37405000-37410000	89	0.6986
chr19-37410000-37415000	25	0.3554
chr19-37415000-37420000	55	0.8284
chr19-37425000-37430000	86	0.83
chr19-37430000-37435000	110	0.999
chr19-37435000-37440000	95	0.9998
chr19-37440000-37445000	38	0.3732
chr19-37445000-37450000	16	0.2152
chr19-37450000-37455000	164	1
chr19-37455000-37460000	57	0.5854
chr19-37460000-37465000	136	0.9856
chr19-37465000-37470000	49	0.4418
chr19-37470000-37475000	62	0.7166
chr19-37475000-37480000	19	0.175
chr19-37480000-37485000	38	0.6364
chr19-37485000-37490000	27	0.3368
chr19-37500000-37505000	17	0.2424
chr19-37505000-37510000	28	0.2974
chr19-37530000-37535000	42	0.5782
chr19-37540000-37545000	7	0.0618
chr19-37545000-37550000	25	0.178
chr19-37550000-37555000	22	0.4404
chr19-37555000-37560000	55	0.8892
chr19-37560000-37565000	32	0.4438
chr19-37565000-37570000	25	0.1814
chr19-37570000-37575000	31	0.2744
chr19-37575000-37580000	50	0.3092
chr19-37580000-37585000	76	0.4438
chr19-37585000-37590000	44	0.5988
chr19-37590000-37595000	60	0.6536
chr19-37595000-37600000	39	0.3814
chr19-37600000-37605000	38	0.581
chr19-37615000-37620000	29	0.4384
chr19-37620000-37625000	82	0.9738
chr19-37625000-37630000	132	1
chr19-37630000-37635000	30	0.3848
chr19-37635000-37640000	34	0.3442
chr19-37640000-37645000	110	1
chr19-37645000-37650000	6	0.081
chr19-37655000-37660000	10	0.1394
chr19-37660000-37665000	52	0.548
chr19-37665000-37670000	37	0.3042
chr19-37670000-37675000	72	0.765
chr19-37690000-37695000	15	0.1796
chr19-37695000-37700000	20	0.2342
chr19-37700000-37705000	31	0.614
chr19-37730000-37735000	13	0.1932
chr19-37735000-37740000	13	0.2424
chr19-37740000-37745000	27	0.27
chr19-37790000-37795000	3	0.112
chr19-37795000-37800000	49	0.6334
chr19-37800000-37805000	33	0.5316
chr19-37805000-37810000	40	0.6136
chr19-37820000-37825000	8	0.1672
chr19-37825000-37830000	76	0.8732
chr19-37830000-37835000	60	0.8248
chr19-37865000-37870000	23	0.4032
chr19-39980000-39985000	30	0.5528
chr19-40010000-40015000	37	0.4424
chr19-40015000-40020000	55	0.4696
chr19-40020000-40025000	38	0.4124
chr19-40025000-40030000	45	0.553
chr19-40030000-40035000	31	0.3186
chr19-40035000-40040000	56	0.5816
chr19-40040000-40045000	101	0.9894
chr19-40045000-40050000	63	0.5122
chr19-40065000-40070000	84	0.9512
chr19-40075000-40080000	73	0.7098
chr19-40955000-40960000	52	0.839
chr19-43820000-43825000	39	0.69
chr19-43825000-43830000	32	0.4874
chr19-43830000-43835000	23	0.3122
chr19-43835000-43840000	43	0.5486
chr19-43840000-43845000	120	1
chr19-43845000-43850000	3	0.082
chr19-43850000-43855000	56	0.5908
chr19-43855000-43860000	122	1
chr19-43860000-43865000	88	0.9194
chr19-43865000-43870000	80	0.9718
chr19-43870000-43875000	24	0.3468
chr19-43875000-43880000	50	0.595
chr19-43880000-43885000	79	0.6604
chr19-43885000-43890000	71	0.9736
chr19-43890000-43895000	98	0.9804
chr19-43895000-43900000	69	0.669
chr19-43900000-43905000	80	1
chr19-43905000-43910000	74	0.666
chr19-43910000-43915000	66	0.4668
chr19-43915000-43920000	58	0.4308
chr19-43920000-43925000	63	0.4892
chr19-43925000-43930000	64	0.6292
chr19-43930000-43935000	53	0.5572
chr19-43935000-43940000	55	0.679
chr19-43940000-43945000	85	0.9856
chr19-43945000-43950000	22	0.2708
chr19-43950000-43955000	24	0.3178
chr19-43955000-43960000	101	0.9092
chr19-43960000-43965000	45	0.5184
chr19-43965000-43970000	40	0.3574
chr19-43970000-43975000	89	1
chr19-43975000-43980000	29	0.4576
chr19-43980000-43985000	18	0.2808
chr19-43985000-43990000	76	1
chr19-43990000-43995000	45	0.4324
chr19-43995000-44000000	52	0.4614
chr19-44000000-44005000	51	0.5528
chr19-44005000-44010000	105	0.6174
chr19-44010000-44015000	47	0.3108
chr19-44015000-44020000	86	0.84
chr19-44025000-44030000	39	0.362
chr19-44030000-44035000	71	0.5904
chr19-44035000-44040000	88	0.9766
chr19-44045000-44050000	82	0.9034
chr19-44050000-44055000	55	0.6878
chr19-44055000-44060000	49	0.6994
chr19-44060000-44065000	84	0.5572
chr19-44065000-44070000	58	0.5802
chr19-44085000-44090000	4	0.082
chr19-44090000-44095000	3	0.032
chr19-44095000-44100000	24	0.4124
chr19-44100000-44105000	48	0.4214
chr19-44105000-44110000	21	0.2152
chr19-44110000-44115000	52	0.5804
chr19-44115000-44120000	19	0.291
chr19-44125000-44130000	80	0.7192
chr19-44130000-44135000	58	0.3538
chr19-44135000-44140000	65	0.9572
chr19-44150000-44155000	45	0.5902
chr19-44155000-44160000	21	0.2062
chr19-44160000-44165000	48	0.593
chr19-44165000-44170000	38	0.5484
chr19-44170000-44175000	49	0.4064
chr19-44175000-44180000	27	0.1484
chr19-44180000-44185000	82	0.8018
chr19-44195000-44200000	74	0.76
chr19-44205000-44210000	52	0.7032
chr19-44210000-44215000	20	0.3528
chr19-44230000-44235000	18	0.2032
chr19-44235000-44240000	80	0.7908
chr19-44240000-44245000	52	0.5408
chr19-44245000-44250000	54	0.7738
chr19-44250000-44255000	176	1
chr19-44255000-44260000	66	0.8806
chr19-44265000-44270000	24	0.1464
chr19-44275000-44280000	40	0.5996
chr19-44280000-44285000	91	0.8516
chr19-44285000-44290000	16	0.1848
chr19-44310000-44315000	110	1
chr19-44315000-44320000	29	0.4884
chr19-44325000-44330000	6	0.044
chr19-44330000-44335000	42	0.4972
chr19-44340000-44345000	27	0.1654
chr19-44360000-44365000	66	0.84
chr19-44365000-44370000	52	0.5658
chr19-44370000-44375000	68	0.846
chr19-44375000-44380000	57	0.9122
chr19-44380000-44385000	60	0.7588
chr19-44385000-44390000	12	0.2382
chr19-44390000-44395000	142	1
chr19-44395000-44400000	17	0.265
chr19-44400000-44405000	19	0.3956
chr19-44405000-44410000	40	0.5408
chr19-44410000-44415000	65	0.578
chr19-44415000-44420000	36	0.4302
chr19-44420000-44425000	124	1
chr19-44425000-44430000	23	0.2682
chr19-44430000-44435000	90	0.8908
chr19-44435000-44440000	64	0.7324
chr19-44440000-44445000	33	0.4118
chr19-44445000-44450000	28	0.266
chr19-44450000-44455000	74	0.5814
chr19-44455000-44460000	59	0.5134
chr19-44460000-44465000	122	1
chr19-44465000-44470000	83	0.6778
chr19-44470000-44475000	43	0.2834
chr19-44475000-44480000	8	0.039
chr19-44480000-44485000	56	0.4262
chr19-44485000-44490000	36	0.7534
chr19-44490000-44495000	52	0.3898
chr19-44495000-44500000	33	0.246
chr19-44500000-44505000	48	0.581
chr19-44530000-44535000	31	0.2488
chr19-44535000-44540000	31	0.5558
chr19-50040000-50045000	7	0.1116
chr19-50045000-50050000	12	0.1568
chr19-51060000-51065000	14	0.0424
chr19-51515000-51520000	49	0.691
chr19-51520000-51525000	100	1
chr19-51585000-51590000	24	0.27
chr19-51590000-51595000	13	0.2454
chr19-51675000-51680000	24	0.309
chr19-51805000-51810000	42	0.7698
chr19-51810000-51815000	47	0.8498
chr19-51815000-51820000	78	0.8612
chr19-51820000-51825000	32	0.384
chr19-51825000-51830000	80	0.6832
chr19-51830000-51835000	55	0.6054
chr19-51835000-51840000	10	0.1292
chr19-51840000-51845000	28	0.3148
chr19-51845000-51850000	87	0.5804
chr19-51850000-51855000	62	0.4508
chr19-51855000-51860000	84	0.5626
chr19-51860000-51865000	45	0.2612
chr19-51865000-51870000	95	0.5256
chr19-51870000-51875000	54	0.4056
chr19-51875000-51880000	76	0.5026
chr19-51880000-51885000	67	0.5448
chr19-51885000-51890000	68	0.5772
chr19-51890000-51895000	42	0.3656
chr19-51895000-51900000	70	0.5144
chr19-51900000-51905000	109	0.7782
chr19-51905000-51910000	52	0.7206
chr19-51910000-51915000	44	0.3028
chr19-51915000-51920000	76	0.3768
chr19-51920000-51925000	193	0.9578
chr19-51925000-51930000	104	0.5486
chr19-51930000-51935000	140	0.778
chr19-51935000-51940000	62	0.5446
chr19-51940000-51945000	59	0.3884
chr19-51945000-51950000	14	0.077
chr19-51950000-51955000	40	0.4278
chr19-51955000-51960000	63	0.5998
chr19-51960000-51965000	46	0.461
chr19-51965000-51970000	46	0.2972
chr19-51970000-51975000	117	0.7288
chr19-51975000-51980000	158	0.961
chr19-51980000-51985000	122	0.916
chr19-51990000-51995000	37	0.2758
chr19-51995000-52000000	116	0.7358
chr19-52000000-52005000	43	0.4492
chr19-52005000-52010000	55	0.4172
chr19-52010000-52015000	126	0.8164
chr19-52015000-52020000	33	0.2228
chr19-52020000-52025000	126	0.8924
chr19-52025000-52030000	69	0.4564
chr19-52030000-52035000	55	0.3888
chr19-52035000-52040000	82	0.55
chr19-52040000-52045000	69	0.5668
chr19-52045000-52050000	68	0.5836
chr19-52050000-52055000	77	0.843
chr19-52055000-52060000	72	0.8288
chr19-52060000-52065000	92	1
chr19-52065000-52070000	41	0.308
chr19-52070000-52075000	146	1
chr19-52075000-52080000	34	0.3374
chr19-52080000-52085000	51	0.3782
chr19-52085000-52090000	129	0.6998
chr19-52090000-52095000	128	0.7206
chr19-52095000-52100000	89	0.6644
chr19-52100000-52105000	94	0.8888
chr19-52105000-52110000	62	0.718
chr19-52110000-52115000	76	0.4158
chr19-52115000-52120000	20	0.1902
chr19-52120000-52125000	24	0.2304
chr19-52130000-52135000	45	0.4796
chr19-52135000-52140000	41	0.4366
chr19-52140000-52145000	15	0.1828
chr19-52145000-52150000	24	0.45
chr19-52150000-52155000	42	0.5302
chr19-52155000-52160000	14	0.2118
chr19-52160000-52165000	28	0.329
chr19-52165000-52170000	25	0.2342
chr19-52170000-52175000	56	0.5166
chr19-52185000-52190000	15	0.2846
chr19-52190000-52195000	20	0.4108
chr19-52205000-52210000	90	1
chr19-52210000-52215000	31	0.4702
chr19-52215000-52220000	14	0.2242
chr19-52225000-52230000	19	0.2976
chr19-52245000-52250000	4	0.0452
chr19-52250000-52255000	75	0.9628
chr19-52270000-52275000	50	0.6946
chr19-52280000-52285000	38	0.5022
chr19-52285000-52290000	158	1
chr19-52295000-52300000	16	0.2082
chr19-52300000-52305000	158	0.8742
chr19-52305000-52310000	124	0.7612
chr19-52310000-52315000	49	0.4348
chr19-52315000-52320000	45	0.5952
chr19-52320000-52325000	49	0.629
chr19-52325000-52330000	128	1
chr19-52330000-52335000	75	0.6926
chr19-52335000-52340000	46	0.3796
chr19-52340000-52345000	37	0.3946
chr19-52345000-52350000	51	0.6728
chr19-52360000-52365000	25	0.482
chr19-52365000-52370000	21	0.253
chr19-52375000-52380000	23	0.3178
chr19-52380000-52385000	52	0.6574
chr19-52385000-52390000	15	0.2034
chr19-52390000-52395000	96	1
chr19-52395000-52400000	54	0.5244
chr19-52400000-52405000	54	0.5484
chr19-52405000-52410000	13	0.1646
chr19-52410000-52415000	81	0.9158
chr19-52415000-52420000	30	0.2982
chr19-52420000-52425000	56	0.6792
chr19-52435000-52440000	7	0.1056
chr19-52440000-52445000	138	1
chr19-52445000-52450000	37	0.4918
chr19-52460000-52465000	60	0.8208
chr19-52465000-52470000	89	0.7626
chr19-52470000-52475000	53	0.376
chr19-52475000-52480000	61	0.6728
chr19-52490000-52495000	20	0.172
chr19-52495000-52500000	96	1
chr19-52500000-52505000	17	0.1526
chr19-52510000-52515000	34	0.2776
chr19-52515000-52520000	116	1
chr19-52520000-52525000	10	0.0828
chr19-52540000-52545000	43	0.5732
chr19-52545000-52550000	53	0.5484
chr19-52550000-52555000	47	0.3554
chr19-52555000-52560000	57	0.5572
chr19-52560000-52565000	15	0.1476
chr19-52565000-52570000	18	0.1576
chr19-52570000-52575000	102	0.8532
chr19-52575000-52580000	23	0.3578
chr19-52580000-52585000	46	0.4848
chr19-52585000-52590000	56	0.5186
chr19-52590000-52595000	140	1
chr19-52595000-52600000	27	0.4414
chr19-52600000-52605000	21	0.2156
chr19-52690000-52695000	19	0.4402
chr19-52695000-52700000	56	0.7684
chr19-52700000-52705000	64	0.5074
chr19-52705000-52710000	26	0.368
chr19-52710000-52715000	45	0.5936
chr19-52715000-52720000	40	0.5364
chr19-52740000-52745000	47	0.662
chr19-52745000-52750000	89	1
chr19-52750000-52755000	104	0.9992
chr19-52755000-52760000	34	0.473
chr19-52760000-52765000	58	0.5558
chr19-52765000-52770000	38	0.3048
chr19-52770000-52775000	29	0.3892
chr19-52785000-52790000	6	0.13
chr19-52790000-52795000	47	0.5872
chr19-52795000-52800000	66	0.5406
chr19-52800000-52805000	60	0.812
chr19-52815000-52820000	12	0.1576
chr19-52830000-52835000	16	0.325
chr19-52840000-52845000	14	0.3232
chr19-52845000-52850000	31	0.51
chr19-52875000-52880000	60	0.7356
chr19-52880000-52885000	5	0.0938
chr19-52885000-52890000	6	0.1278
chr19-52890000-52895000	23	0.3396
chr19-52900000-52905000	72	1
chr19-52940000-52945000	16	0.2364
chr19-52945000-52950000	36	0.4042
chr19-52950000-52955000	27	0.3642
chr19-52955000-52960000	105	0.727
chr19-52960000-52965000	116	0.7184
chr19-52965000-52970000	67	0.5802
chr19-52970000-52975000	70	0.9852
chr19-52975000-52980000	42	0.4988
chr19-52980000-52985000	63	0.5288
chr19-52985000-52990000	88	0.9212
chr19-53005000-53010000	46	0.5458
chr19-53010000-53015000	28	0.5906
chr19-53015000-53020000	21	0.3412
chr19-53055000-53060000	24	0.5208
chr19-53060000-53065000	92	0.9322
chr19-53065000-53070000	34	0.273
chr19-53085000-53090000	30	0.5154
chr19-53095000-53100000	1	0.0718
chr19-53110000-53115000	7	0.0706
chr19-53115000-53120000	8	0.0916
chr19-53135000-53140000	32	0.275
chr19-53140000-53145000	76	0.9596
chr19-53145000-53150000	110	1
chr19-53150000-53155000	39	0.569
chr19-53155000-53160000	46	0.4338
chr19-53160000-53165000	34	0.2986
chr19-53170000-53175000	4	0.0676
chr19-53175000-53180000	42	0.5818
chr19-53180000-53185000	45	0.4318
chr19-53185000-53190000	70	0.5676
chr19-53190000-53195000	33	0.4436
chr19-53200000-53205000	40	0.6736
chr19-53205000-53210000	126	1
chr19-53210000-53215000	30	0.3004
chr19-53220000-53225000	39	0.4964
chr19-53235000-53240000	2	0.0624
chr19-53240000-53245000	34	0.4368
chr19-53245000-53250000	51	0.894
chr19-53250000-53255000	23	0.2
chr19-53255000-53260000	22	0.3704
chr19-53260000-53265000	10	0.1202
chr19-53265000-53270000	18	0.1812
