subject.id	ncell_pat	nfrags_pat	ncell_mat	nfrags_mat	total_frags	pat_ratio	p_value	fdr	significance	type	chrom	start	end	fc
10786	3	3	0	0	3	1	0.25	0.780095574485768	N.S.	none	chr11	37194516	37194700	47
10787	9	10	5	6	16	0.625	0.454498291015625	0.973117748316187	N.S.	none	chr11	37198017	37199297	23
10788	5	5	10	10	15	0.333333333333333	0.3017578125	0.840528338978429	N.S.	none	chr11	37205133	37210819	24
10789	49	79	37	55	134	0.58955223880597	0.0465281959515246	0.36198666498051	N.S.	none	chr11	37213469	37229519	26
10790	30	42	21	29	71	0.591549295774648	0.153912769326457	0.640630656519167	N.S.	none	chr11	37231719	37244054	23
10792	7	8	2	2	10	0.8	0.109375	0.560321155682903	N.S.	none	chr11	37251799	37258268	23
10793	6	6	5	6	12	0.5	1	1	N.S.	none	chr11	37261269	37264754	24
10794	8	10	7	7	17	0.588235294117647	0.629058837890625	1	N.S.	none	chr11	37271743	37277066	26
10795	79	144	70	127	271	0.531365313653137	0.33109394385578	0.884531397638831	N.S.	none	chr11	37280038	37314038	27
10796	93	193	112	255	448	0.430803571428571	0.00390269601774573	0.0748095192552921	N.S.	none	chr11	37316103	37351940	28
10797	15	16	12	13	29	0.551724137931034	0.711071103811264	1	N.S.	none	chr11	37354598	37357301	22
10798	12	15	19	23	38	0.394736842105263	0.25587507954333	0.792075664649508	N.S.	none	chr11	37359700	37363041	22
10799	13	16	9	10	26	0.615384615384615	0.326939582824707	0.882129537331498	N.S.	none	chr11	37365432	37368030	25
10800	34	53	39	64	117	0.452991452991453	0.355279681652247	0.911935117232287	N.S.	none	chr11	37373415	37383360	24
10801	52	76	43	64	140	0.542857142857143	0.352583827072277	0.906316528343937	N.S.	none	chr11	37385465	37396559	23
10802	24	33	23	33	66	0.5	1	1	N.S.	none	chr11	37403529	37408267	27
10803	65	110	72	125	235	0.468085106382979	0.361135436900888	0.913883750365105	N.S.	none	chr11	37410878	37427980	26
10804	44	57	19	24	81	0.703703703703704	0.00031731691802228	0.0109604241067751	*	pat	chr11	37430449	37436452	26
10805	5	6	9	9	15	0.4	0.60723876953125	1	N.S.	none	chr11	37439392	37440316	18
10806	11	14	6	8	22	0.636363636363636	0.28627872467041	0.825380636819709	N.S.	none	chr11	37463120	37464103	22
10807	11	13	8	9	22	0.590909090909091	0.523467063903809	1	N.S.	none	chr11	37467550	37468634	25
10808	1	1	3	3	4	0.25	0.625	1	N.S.	none	chr11	37486069	37486219	22
10809	3	3	11	12	15	0.2	0.03515625	0.307686844405595	N.S.	none	chr11	37520725	37522392	21
10810	25	35	29	34	69	0.507246376811594	1	1	N.S.	none	chr11	37529195	37537618	21
10811	44	77	34	43	120	0.641666666666667	0.00244685676281416	0.0534747869712575	N.S.	none	chr11	37540014	37547536	25
10812	4	4	6	7	11	0.363636363636364	0.548828125	1	N.S.	none	chr11	37555822	37557151	20
10814	26	41	40	62	103	0.398058252427184	0.0482336521709971	0.371254756952082	N.S.	none	chr11	37575125	37584377	23
10815	8	8	8	9	17	0.470588235294118	1	1	N.S.	none	chr11	37599427	37603976	21
10816	2	2	1	1	3	0.666666666666667	1	1	N.S.	none	chr11	37606601	37606847	21
10818	5	5	4	5	10	0.5	1	1	N.S.	none	chr11	37619674	37620268	24
10819	17	24	19	29	53	0.452830188679245	0.583132154261177	1	N.S.	none	chr11	37622686	37630025	27
10820	13	17	16	21	38	0.447368421052632	0.627102570157149	1	N.S.	none	chr11	37632061	37638017	27
10821	3	5	4	4	9	0.555555555555556	1	1	N.S.	none	chr11	37641430	37642540	22
10822	27	44	25	35	79	0.556962025316456	0.368187633830631	0.913883750365105	N.S.	none	chr11	37646889	37653641	21
10823	3	3	7	9	12	0.25	0.14599609375	0.620894754028148	N.S.	none	chr11	37655701	37656058	22
10824	10	12	21	24	36	0.333333333333333	0.0652453352231534	0.422943136846689	N.S.	none	chr11	37658077	37659616	30
10825	2	2	3	4	6	0.333333333333333	0.6875	1	N.S.	none	chr11	37680714	37680865	28
10826	53	104	50	85	189	0.55026455026455	0.190291484145911	0.708271034819566	N.S.	none	chr11	37690654	37706703	25
10827	29	43	25	29	72	0.597222222222222	0.124918200368641	0.5712884801436	N.S.	none	chr11	37712980	37724981	22
10828	29	52	26	35	87	0.597701149425287	0.085688974359167	0.495613992342184	N.S.	none	chr11	37727433	37738576	22
10829	7	7	3	3	10	0.7	0.34375	0.892412046363831	N.S.	none	chr11	37751203	37751715	20
10830	38	67	39	58	125	0.536	0.474421573440952	0.986818908182807	N.S.	none	chr11	37754507	37764618	25
10831	4	4	5	7	11	0.363636363636364	0.548828125	1	N.S.	none	chr11	37768725	37769379	20
10832	65	119	40	68	187	0.636363636363636	0.000235943093656667	0.00859235634765587	**	pat	chr11	37772131	37786554	23
10833	76	167	68	130	297	0.562289562289562	0.0365359481768288	0.314411806153384	N.S.	none	chr11	37790352	37817676	29
10834	10	10	9	9	19	0.526315789473684	1	1	N.S.	none	chr11	37819943	37822131	23
10836	9	12	4	6	18	0.666666666666667	0.237884521484375	0.775246267134133	N.S.	none	chr11	37829026	37837204	23
10837	4	4	6	6	10	0.4	0.75390625	1	N.S.	none	chr11	37840122	37841614	18
10838	2	2	2	2	4	0.5	1	1	N.S.	none	chr11	37845269	37845616	18
10839	13	18	16	24	42	0.428571428571429	0.440799067342597	0.973117748316187	N.S.	none	chr11	37850025	37863105	23
10840	1	1	0	0	1	1	1	1	N.S.	none	chr11	37871638	37876401	23
10841	28	40	27	38	78	0.512820512820513	0.909946451874527	1	N.S.	none	chr11	37885039	37898683	25
10842	25	48	35	55	103	0.466019417475728	0.554601066664875	1	N.S.	none	chr11	37900924	37927068	25
10844	25	40	22	30	70	0.571428571428571	0.281978921793657	0.825380636819709	N.S.	none	chr11	37955868	37962732	20
10845	40	69	37	69	138	0.5	1	1	N.S.	none	chr11	37967669	37978910	26
10846	70	174	73	162	336	0.517857142857143	0.548504026678475	1	N.S.	none	chr11	37981492	38005698	25
10847	5	5	6	6	11	0.454545454545455	1	1	N.S.	none	chr11	38008567	38009570	20
10848	28	41	26	43	84	0.488095238095238	0.913202362224598	1	N.S.	none	chr11	38012032	38022585	21
10849	21	33	17	22	55	0.6	0.177001364770359	0.686600803144176	N.S.	none	chr11	38024649	38033083	25
10850	14	24	16	32	56	0.428571428571429	0.349681952983685	0.899842953067095	N.S.	none	chr11	38035330	38041439	24
10851	12	17	19	24	41	0.414634146341463	0.348888879449079	0.899713717352595	N.S.	none	chr11	38044177	38050347	28
10852	1	1	0	0	1	1	1	1	N.S.	none	chr11	38053298	38054284	23
10853	11	12	18	21	33	0.363636363636364	0.16275565745309	0.667448409670003	N.S.	none	chr11	38056823	38060430	28
10854	2	3	2	2	5	0.6	1	1	N.S.	none	chr11	38063486	38063831	22
10855	12	13	12	12	25	0.52	1	1	N.S.	none	chr11	38070880	38074255	21
10856	20	32	29	44	76	0.421052631578947	0.206736841808392	0.747517167225699	N.S.	none	chr11	38077495	38098069	25
10857	9	9	17	19	28	0.321428571428571	0.087158553302288	0.499458950288112	N.S.	none	chr11	38106681	38121477	25
10858	7	7	11	11	18	0.388888888888889	0.480682373046875	0.986818908182807	N.S.	none	chr11	38123580	38126055	21
10860	8	9	11	15	24	0.375	0.307456254959107	0.848493388364176	N.S.	none	chr11	38131920	38138188	26
10861	3	4	1	1	5	0.8	0.375	0.913883750365105	N.S.	none	chr11	38143973	38144585	19
10862	2	3	2	2	5	0.6	1	1	N.S.	none	chr11	38146764	38148434	24
10863	2	3	7	8	11	0.272727272727273	0.2265625	0.758088906960164	N.S.	none	chr11	38150756	38151386	26
10864	7	7	15	20	27	0.259259259259259	0.0191572904586792	0.217092332918901	N.S.	none	chr11	38154871	38170656	28
10868	2	2	5	5	7	0.285714285714286	0.453125	0.973117748316187	N.S.	none	chr11	38189236	38190484	20
10869	10	10	12	13	23	0.434782608695652	0.677639484405518	1	N.S.	none	chr11	38192937	38197512	22
10870	1	2	4	4	6	0.333333333333333	0.6875	1	N.S.	none	chr11	38201584	38204928	22
10871	23	25	26	33	58	0.431034482758621	0.358143301806139	0.913303948681226	N.S.	none	chr11	38212463	38230339	24
10873	3	3	1	1	4	0.75	0.625	1	N.S.	none	chr11	38240830	38240980	34
10874	56	85	57	101	186	0.456989247311828	0.271352367373099	0.810300351042252	N.S.	none	chr11	38244427	38272505	24
10875	3	3	2	2	5	0.6	1	1	N.S.	none	chr11	38274850	38275440	27
10877	10	10	22	31	41	0.24390243902439	0.00145049101411132	0.0363431001773932	*	mat	chr11	38288751	38293035	22
10878	6	7	10	11	18	0.388888888888889	0.480682373046875	0.986818908182807	N.S.	none	chr11	38300144	38303322	22
10879	1	1	0	0	1	1	1	1	N.S.	none	chr11	38305459	38306933	28
10880	11	16	18	29	45	0.355555555555556	0.0724542601625445	0.446840941534641	N.S.	none	chr11	38310246	38319553	25
10881	20	26	16	24	50	0.52	0.887724827340787	1	N.S.	none	chr11	38321696	38332385	24
10882	2	2	6	7	9	0.222222222222222	0.1796875	0.686600803144176	N.S.	none	chr11	38334402	38335562	24
10883	8	8	7	8	16	0.5	1	1	N.S.	none	chr11	38338347	38340608	22
10884	11	11	12	14	25	0.44	0.690037965774536	1	N.S.	none	chr11	38343506	38362107	24
10885	5	5	4	5	10	0.5	1	1	N.S.	none	chr11	38364500	38373937	23
10886	97	246	128	310	556	0.442446043165468	0.00748934077349261	0.118169439710008	N.S.	none	chr11	38383147	38425369	28
10887	14	17	12	13	30	0.566666666666667	0.584664711728693	1	N.S.	none	chr11	38427724	38430706	19
10888	3	3	8	8	11	0.272727272727273	0.2265625	0.758088906960164	N.S.	none	chr11	38432881	38434011	22
10889	3	3	4	5	8	0.375	0.7265625	1	N.S.	none	chr11	38443015	38443274	18
10890	16	19	13	17	36	0.527777777777778	0.86793940042844	1	N.S.	none	chr11	38445428	38448695	22
10891	23	32	17	24	56	0.571428571428571	0.349681952983685	0.899842953067095	N.S.	none	chr11	38455169	38459476	27
10892	2	2	1	1	3	0.666666666666667	1	1	N.S.	none	chr11	38467576	38467726	24
10893	4	5	3	4	9	0.555555555555556	1	1	N.S.	none	chr11	38469810	38470126	25
10894	15	17	15	19	36	0.472222222222222	0.86793940042844	1	N.S.	none	chr11	38473500	38477280	23
10895	19	24	17	33	57	0.421052631578947	0.289243747109022	0.825380636819709	N.S.	none	chr11	38487164	38493317	20
10896	32	57	33	54	111	0.513513513513513	0.849550187314454	1	N.S.	none	chr11	38497608	38507325	32
10897	28	38	32	43	81	0.469135802469136	0.65699246758636	1	N.S.	none	chr11	38509936	38516772	23
10898	24	29	24	28	57	0.508771929824561	1	1	N.S.	none	chr11	38519445	38524194	22
10899	13	15	6	6	21	0.714285714285714	0.0783538818359376	0.465155324122399	N.S.	none	chr11	38526457	38527787	24
10900	32	50	34	59	109	0.458715596330275	0.443669501202349	0.973117748316187	N.S.	none	chr11	38531532	38538983	23
10901	23	33	28	42	75	0.44	0.355699239081489	0.912450628945005	N.S.	none	chr11	38545833	38552265	25
10902	1	1	1	1	2	0.5	1	1	N.S.	none	chr11	38554976	38555126	28
10903	7	9	10	11	20	0.45	0.823802947998047	1	N.S.	none	chr11	38560281	38561663	25
10904	77	154	64	120	274	0.562043795620438	0.0459977722624802	0.359237099816346	N.S.	none	chr11	38564343	38586548	25
10905	42	67	70	134	201	0.333333333333333	2.64238255103347e-06	0.000175750035892122	***	mat	chr11	38589701	38605643	25
10906	4	4	1	1	5	0.8	0.375	0.913883750365105	N.S.	none	chr11	38620090	38620401	27
10907	27	52	33	56	108	0.481481481481481	0.772988529598535	1	N.S.	none	chr11	38622689	38635239	22
10908	23	28	10	12	40	0.7	0.0165890033749747	0.197010831352414	N.S.	none	chr11	38644033	38648977	29
10909	1	1	1	1	2	0.5	1	1	N.S.	none	chr11	38651382	38651848	21
10910	8	9	11	16	25	0.36	0.229522943496704	0.759165611287253	N.S.	none	chr11	38653876	38659956	25
10911	1	1	2	2	3	0.333333333333333	1	1	N.S.	none	chr11	38662186	38662790	18
10912	3	3	4	4	7	0.428571428571429	1	1	N.S.	none	chr11	38666207	38668415	18
10913	13	14	8	8	22	0.636363636363636	0.28627872467041	0.825380636819709	N.S.	none	chr11	38670649	38682913	27
10914	38	74	57	97	171	0.432748538011696	0.0922036053658491	0.513590524948121	N.S.	none	chr11	38686211	38705707	26
10915	4	4	8	8	12	0.333333333333333	0.3876953125	0.91815366488741	N.S.	none	chr11	38708271	38710165	21
10916	4	5	7	7	12	0.416666666666667	0.7744140625	1	N.S.	none	chr11	38713083	38715337	26
10917	2	2	0	0	2	1	0.5	0.986818908182807	N.S.	none	chr11	38720926	38723280	23
10918	30	49	41	63	112	0.4375	0.219131147497785	0.750410257565836	N.S.	none	chr11	38725843	38740265	24
10919	8	8	10	11	19	0.421052631578947	0.647605895996094	1	N.S.	none	chr11	38742274	38743860	24
10920	7	10	8	11	21	0.476190476190476	1	1	N.S.	none	chr11	38746038	38751197	29
10921	34	47	30	45	92	0.510869565217391	0.917040519652472	1	N.S.	none	chr11	38753696	38763398	20
10922	18	25	35	39	64	0.390625	0.103421878316081	0.549972076093136	N.S.	none	chr11	38766398	38775898	27
10923	6	7	6	8	15	0.466666666666667	1	1	N.S.	none	chr11	38785212	38786216	19
10924	6	6	2	2	8	0.75	0.2890625	0.825380636819709	N.S.	none	chr11	38801990	38803264	21
10925	22	36	25	32	68	0.529411764705882	0.716300760154337	1	N.S.	none	chr11	38805481	38810749	20
10926	73	155	75	164	319	0.4858934169279	0.654283151436237	1	N.S.	none	chr11	38812794	38840239	26
10927	11	15	11	13	28	0.535714285714286	0.850554019212723	1	N.S.	none	chr11	38842315	38845096	20
10928	68	143	89	176	319	0.448275862068966	0.0730220828326733	0.448684579336478	N.S.	none	chr11	38848296	38880574	26
10929	60	115	62	129	244	0.471311475409836	0.405323885906723	0.941045003441838	N.S.	none	chr11	38883550	38902560	24
10930	4	5	3	4	9	0.555555555555556	1	1	N.S.	none	chr11	38905020	38905209	30
10931	7	9	7	11	20	0.45	0.823802947998047	1	N.S.	none	chr11	38910334	38912291	23
10932	39	67	29	44	111	0.603603603603604	0.0363064911413179	0.313363425115983	N.S.	none	chr11	38914891	38923449	28
10933	19	36	28	42	78	0.461538461538462	0.571586718003074	1	N.S.	none	chr11	38929127	38935396	23
10934	38	55	43	63	118	0.466101694915254	0.519490818756629	1	N.S.	none	chr11	38938725	38947539	24
10935	5	6	5	5	11	0.545454545454545	1	1	N.S.	none	chr11	38962677	38963585	18
10936	25	36	28	41	77	0.467532467532468	0.648791162310648	1	N.S.	none	chr11	38965679	38972028	22
10937	29	39	17	25	64	0.609375	0.103421878316081	0.549972076093136	N.S.	none	chr11	38974643	38979199	37
10938	105	234	97	219	453	0.516556291390728	0.510725561421221	0.990692453517661	N.S.	none	chr11	38981836	39016811	26
10939	60	105	67	130	235	0.446808510638298	0.117256565261902	0.5712884801436	N.S.	none	chr11	39019673	39044132	25
10940	80	173	81	180	353	0.490084985835694	0.749514372989036	1	N.S.	none	chr11	39049363	39089059	26
10941	3	3	1	1	4	0.75	0.625	1	N.S.	none	chr11	39091558	39091895	22
10942	90	210	97	211	421	0.498812351543943	1	1	N.S.	none	chr11	39094953	39139587	25
10943	15	24	18	29	53	0.452830188679245	0.583132154261177	1	N.S.	none	chr11	39144086	39149602	27
10944	4	4	2	3	7	0.571428571428571	1	1	N.S.	none	chr11	39155028	39155564	18
10945	4	6	2	2	8	0.75	0.2890625	0.825380636819709	N.S.	none	chr11	39158347	39159012	22
10946	3	3	3	3	6	0.5	1	1	N.S.	none	chr11	39161952	39162473	29
10947	7	7	5	5	12	0.583333333333333	0.7744140625	1	N.S.	none	chr11	39167169	39169142	18
10948	32	49	39	57	106	0.462264150943396	0.496754393028946	0.986818908182807	N.S.	none	chr11	39176512	39187843	24
10949	8	9	11	12	21	0.428571428571429	0.663623809814453	1	N.S.	none	chr11	39202049	39203729	28
10950	18	31	29	39	70	0.442857142857143	0.402963075046081	0.940466339740327	N.S.	none	chr11	39207233	39216323	23
10951	15	20	30	40	60	0.333333333333333	0.0134892937311919	0.172297677302715	N.S.	none	chr11	39231086	39236796	25
10952	3	3	4	4	7	0.428571428571429	1	1	N.S.	none	chr11	39242502	39246370	21
10953	45	88	41	61	149	0.590604026845638	0.0328218306975699	0.296104288902024	N.S.	none	chr11	39248682	39268962	26
10954	66	114	87	180	294	0.387755102040816	0.000141516045691692	0.00560185709176622	**	mat	chr11	39271188	39293505	25
10956	19	26	17	23	49	0.530612244897959	0.775449654681569	1	N.S.	none	chr11	39310303	39321995	25
10957	27	41	25	37	78	0.525641025641026	0.73434203302985	1	N.S.	none	chr11	39326862	39335256	25
10958	17	22	23	31	53	0.415094339622642	0.271679166065503	0.810300351042252	N.S.	none	chr11	39338783	39346476	23
10959	88	221	86	193	414	0.533816425120773	0.184449025100706	0.698085483357791	N.S.	none	chr11	39379798	39420991	26
10960	49	84	37	64	148	0.567567567567568	0.118039246781727	0.5712884801436	N.S.	none	chr11	39428659	39442883	25
10961	7	7	13	13	20	0.35	0.263175964355469	0.801519101562501	N.S.	none	chr11	39446686	39458177	26
10962	40	63	71	116	179	0.35195530726257	9.11572555716922e-05	0.00385643979458564	**	mat	chr11	39477783	39506742	25
10963	16	24	16	22	46	0.521739130434783	0.882995912122399	1	N.S.	none	chr11	39508856	39517206	24
10964	1	1	0	0	1	1	1	1	N.S.	none	chr11	39526146	39526407	18
10965	38	53	52	80	133	0.398496240601504	0.023801099334891	0.244221174944433	N.S.	none	chr11	39528784	39551933	25
10966	31	40	40	49	89	0.449438202247191	0.396570158145516	0.931532980338561	N.S.	none	chr11	39556532	39564621	23
10967	15	21	25	31	52	0.403846153846154	0.211608568761516	0.749275874652192	N.S.	none	chr11	39571949	39581392	29
10968	19	25	30	43	68	0.367647058823529	0.0384600533489276	0.321420255314486	N.S.	none	chr11	39585075	39591441	26
10969	89	211	114	230	441	0.478458049886621	0.391389969366959	0.92214455336867	N.S.	none	chr11	39598486	39633172	24
10970	15	18	17	21	39	0.461538461538462	0.749258624760841	1	N.S.	none	chr11	39635570	39639246	32
10971	34	59	36	53	112	0.526785714285714	0.636799771614234	1	N.S.	none	chr11	39643937	39651874	26
10972	11	13	5	7	20	0.65	0.263175964355469	0.801519101562501	N.S.	none	chr11	39664521	39666428	19
10973	42	80	40	77	157	0.509554140127389	0.873248139297002	1	N.S.	none	chr11	39674790	39687219	25
10974	43	73	46	77	150	0.486666666666667	0.806595996397849	1	N.S.	none	chr11	39692445	39707522	21
10975	14	22	16	18	40	0.55	0.635828002628841	1	N.S.	none	chr11	39709623	39712790	25
10976	2	2	5	5	7	0.285714285714286	0.453125	0.973117748316187	N.S.	none	chr11	39716037	39716237	24
10977	17	31	27	44	75	0.413333333333333	0.165427941724257	0.673801300214373	N.S.	none	chr11	39723087	39728001	25
10978	48	79	52	84	163	0.484662576687117	0.754160389805438	1	N.S.	none	chr11	39730497	39741209	26
10979	16	24	21	31	55	0.436363636363636	0.418754188269015	0.958455121782155	N.S.	none	chr11	39743676	39748488	23
10980	13	18	21	31	49	0.36734693877551	0.0854331331573945	0.494438908289408	N.S.	none	chr11	39751067	39755254	21
10981	23	28	33	48	76	0.368421052631579	0.0286266555087379	0.277193141903565	N.S.	none	chr11	39757813	39764187	22
10982	44	89	65	105	194	0.458762886597938	0.28147657906387	0.825380636819709	N.S.	none	chr11	39766867	39782584	24
10983	5	5	14	14	19	0.263157894736842	0.063568115234375	0.422871430389916	N.S.	none	chr11	39784929	39785992	21
10984	19	27	30	35	62	0.435483870967742	0.374151712404797	0.913883750365105	N.S.	none	chr11	39790233	39794523	20
10985	11	12	17	19	31	0.387096774193548	0.281041515059769	0.825380636819709	N.S.	none	chr11	39796658	39799258	20
10986	127	388	150	420	808	0.48019801980198	0.275450106726992	0.819334498488543	N.S.	none	chr11	39802055	39854448	28
10987	6	6	5	5	11	0.545454545454545	1	1	N.S.	none	chr11	39866667	39867581	22
10988	6	7	8	9	16	0.4375	0.803619384765625	1	N.S.	none	chr11	39871498	39872668	19
10989	80	168	68	127	295	0.569491525423729	0.0197102697366051	0.221569397464244	N.S.	none	chr11	39878505	39902604	22
10990	13	20	7	7	27	0.740740740740741	0.0191572904586792	0.217092332918901	N.S.	none	chr11	39904850	39908323	24
10991	33	54	36	55	109	0.495412844036697	1	1	N.S.	none	chr11	39912424	39921280	29
10992	17	25	20	37	62	0.403225806451613	0.161881405525598	0.666484316248574	N.S.	none	chr11	39923480	39931585	22
10993	36	58	48	85	143	0.405594405594406	0.0293315945334662	0.279956602862639	N.S.	none	chr11	39933596	39947157	22
10994	8	8	2	3	11	0.727272727272727	0.2265625	0.758088906960164	N.S.	none	chr11	39958555	39959988	23
10995	11	13	6	8	21	0.619047619047619	0.383310317993164	0.91815366488741	N.S.	none	chr11	39964011	39966447	27
10996	19	24	12	16	40	0.6	0.26818725105477	0.802339324948398	N.S.	none	chr11	39977275	39980321	21
10997	40	66	44	62	128	0.515625	0.791007449402879	1	N.S.	none	chr11	39983256	39993045	22
10998	12	15	11	11	26	0.576923076923077	0.557197093963623	1	N.S.	none	chr11	39995773	39997986	21
10999	6	8	2	2	10	0.8	0.109375	0.560321155682903	N.S.	none	chr11	40000174	40002041	18
11000	11	12	10	10	22	0.545454545454545	0.831811904907227	1	N.S.	none	chr11	40006812	40008435	18
11001	12	12	11	11	23	0.521739130434783	1	1	N.S.	none	chr11	40014410	40017116	21
11002	21	27	17	18	45	0.6	0.232693191908311	0.766881596084217	N.S.	none	chr11	40038626	40041970	23
11003	3	4	3	3	7	0.571428571428571	1	1	N.S.	none	chr11	40044227	40044800	27
11004	16	23	23	37	60	0.383333333333333	0.0924609810729242	0.513738980495722	N.S.	none	chr11	40049389	40058389	21
11006	20	34	35	61	95	0.357894736842105	0.00731312313945362	0.116899976038812	N.S.	none	chr11	40065029	40076195	22
11007	1	1	1	1	2	0.5	1	1	N.S.	none	chr11	40085475	40085807	18
11010	4	4	3	3	7	0.571428571428571	1	1	N.S.	none	chr11	40138068	40138379	18
11011	9	9	9	10	19	0.473684210526316	1	1	N.S.	none	chr11	40204905	40205601	19
11012	2	3	4	4	7	0.428571428571429	1	1	N.S.	none	chr11	40222009	40222412	21
11013	4	4	7	8	12	0.333333333333333	0.3876953125	0.91815366488741	N.S.	none	chr11	40275337	40278412	25
11014	3	3	1	1	4	0.75	0.625	1	N.S.	none	chr11	40316862	40317461	18
11016	11	16	11	16	32	0.5	1	1	N.S.	none	chr11	40326372	40331874	23
11017	12	18	12	14	32	0.5625	0.596614895854146	1	N.S.	none	chr11	40334432	40337297	24
11021	14	25	23	33	58	0.431034482758621	0.358143301806139	0.913303948681226	N.S.	none	chr11	40354489	40363460	25
11023	9	9	5	5	14	0.642857142857143	0.4239501953125	0.958455121782155	N.S.	none	chr11	40376177	40381034	26
11024	16	29	11	16	45	0.644444444444444	0.0724542601625445	0.446840941534641	N.S.	none	chr11	40388272	40405728	23
11025	6	6	4	4	10	0.6	0.75390625	1	N.S.	none	chr11	40410195	40412182	21
11026	4	4	4	4	8	0.5	1	1	N.S.	none	chr11	40414443	40423621	21
11027	7	7	2	2	9	0.777777777777778	0.1796875	0.686600803144176	N.S.	none	chr11	40431703	40442877	22
11030	13	20	12	15	35	0.571428571428571	0.499559833202511	0.986818908182807	N.S.	none	chr11	40452529	40466362	21
11034	3	4	4	4	8	0.5	1	1	N.S.	none	chr11	40510704	40524897	28
11035	4	4	4	4	8	0.5	1	1	N.S.	none	chr11	40527122	40531449	21
11037	2	2	1	1	3	0.666666666666667	1	1	N.S.	none	chr11	40540173	40541967	21
11038	7	7	8	8	15	0.466666666666667	1	1	N.S.	none	chr11	40544436	40546574	20
11039	31	46	20	29	75	0.613333333333333	0.0639499164670669	0.422871430389916	N.S.	none	chr11	40548620	40563394	22
11040	48	103	33	57	160	0.64375	0.000343857573108359	0.0117154958620022	*	pat	chr11	40565501	40581795	25
11041	54	123	55	116	239	0.514644351464435	0.698021972125796	1	N.S.	none	chr11	40592658	40611356	28
11042	31	47	35	64	111	0.423423423423423	0.12847543208576	0.5832815686931	N.S.	none	chr11	40616723	40625285	28
11043	41	63	37	56	119	0.529411764705882	0.582493791157226	1	N.S.	none	chr11	40627425	40637880	32
11044	91	185	99	203	388	0.47680412371134	0.388139514996498	0.919096275424076	N.S.	none	chr11	40640752	40660331	24
11045	2	3	4	4	7	0.428571428571429	1	1	N.S.	none	chr11	40671465	40671990	36
11046	58	97	51	85	182	0.532967032967033	0.414931398992113	0.958455121782155	N.S.	none	chr11	40675697	40688610	23
11047	8	11	12	15	26	0.423076923076923	0.557197093963623	1	N.S.	none	chr11	40690987	40692952	24
11048	40	69	33	74	143	0.482517482517482	0.738136803041853	1	N.S.	none	chr11	40700858	40711888	26
11049	18	24	13	14	38	0.631578947368421	0.143306654295885	0.620894754028148	N.S.	none	chr11	40715394	40718345	23
11050	10	11	4	4	15	0.733333333333333	0.11846923828125	0.5712884801436	N.S.	none	chr11	40720457	40722446	23
11051	20	27	15	20	47	0.574468085106383	0.381693397663213	0.91815366488741	N.S.	none	chr11	40727703	40732593	18
11052	10	10	7	7	17	0.588235294117647	0.629058837890625	1	N.S.	none	chr11	40735691	40736587	18
11053	5	5	7	9	14	0.357142857142857	0.4239501953125	0.958455121782155	N.S.	none	chr11	40738717	40739338	20
11054	21	30	26	31	61	0.491803278688525	1	1	N.S.	none	chr11	40741439	40746382	26
11055	64	124	59	118	242	0.512396694214876	0.747973760462791	1	N.S.	none	chr11	40764533	40782938	24
11056	7	7	12	13	20	0.35	0.263175964355469	0.801519101562501	N.S.	none	chr11	40785791	40788347	18
11057	61	109	61	112	221	0.493212669683258	0.89301953008502	1	N.S.	none	chr11	40790519	40814472	26
11058	12	15	7	9	24	0.625	0.307456254959107	0.848493388364176	N.S.	none	chr11	40817419	40819902	19
11059	24	39	22	31	70	0.557142857142857	0.402963075046081	0.940466339740327	N.S.	none	chr11	40822294	40828789	23
11060	47	94	44	94	188	0.5	1	1	N.S.	none	chr11	40833189	40852628	23
11062	10	11	3	3	14	0.785714285714286	0.057373046875	0.407978867039536	N.S.	none	chr11	40862583	40871546	25
11067	6	6	0	0	6	1	0.03125	0.285130619684083	N.S.	none	chr11	40909454	40913985	22
11068	13	15	7	9	24	0.625	0.307456254959107	0.848493388364176	N.S.	none	chr11	40919348	40925330	25
11069	3	3	2	2	5	0.6	1	1	N.S.	none	chr11	40929355	40930467	18
11070	29	35	27	35	70	0.5	1	1	N.S.	none	chr11	40940739	40945302	24
11071	4	5	2	2	7	0.714285714285714	0.453125	0.973117748316187	N.S.	none	chr11	40947328	40947630	24
11072	30	37	29	50	87	0.425287356321839	0.197979140672517	0.730153216019874	N.S.	none	chr11	40949665	40958163	25
11073	17	20	17	19	39	0.512820512820513	1	1	N.S.	none	chr11	40960469	40963795	19
11074	60	100	66	121	221	0.452488687782805	0.178381570628223	0.686600803144176	N.S.	none	chr11	40966592	40982249	24
11075	24	32	27	46	78	0.41025641025641	0.140538286269522	0.618707920065133	N.S.	none	chr11	40992532	41000560	26
11076	33	44	8	13	57	0.771929824561403	4.71043760939538e-05	0.0021740392192054	**	pat	chr11	41004152	41008630	29
11077	4	4	5	5	9	0.444444444444444	1	1	N.S.	none	chr11	41014686	41015635	18
11078	20	33	16	21	54	0.611111111111111	0.133674235364106	0.596883956572876	N.S.	none	chr11	41017658	41023165	24
11079	13	16	12	16	32	0.5	1	1	N.S.	none	chr11	41026058	41028669	26
11080	21	23	27	32	55	0.418181818181818	0.280609717698355	0.825380636819709	N.S.	none	chr11	41042751	41046547	23
11081	3	3	5	5	8	0.375	0.7265625	1	N.S.	none	chr11	41059729	41060293	19
